node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
0,bench/BenchParser.java,"[4.0, 12.0, 82.0, 5.0, 0.0, 1.0, 1.0, 15.0, 3.0, 12.0, 5.0, 0.0, 3.0, 5.0, 0.0, 1.0, 5.0, 15.0, 30.0, 0.0, 0.0, 5.0, 1.0, 43.0, 15.0, 5.0, 33.0, 73.0, 28.0, 0.0, 9.0, 61.0, 5.0, 47.0, 0.0, 0.0, 3.0, 80.0, 1.0, 0.0, 5.0, 1.0, 5.0, 3.4, 2.0, 15.0, 5.6, 2.0, 4.0, 2.6, 2.0, 3.0, 2.125, 1.0, 2.0, 2.0, 1.0, 164.0, 0.0, 1.0, 1.0]","[-3.132977, -3.6872313, -4.115097, -0.99417645, -2.107963, -3.4217865, -4.115097, -0.41438252, -3.4217865, -2.532284, -4.115097, -0.41438252, -4.115097, -3.4976544, -3.8123527, -3.132977, -3.6546957, -1.1848601, -1.1848601, -3.132977, -3.6546957, -4.087398, -3.132977, -3.6546957, -2.464429, -3.4217865, -4.087398, -3.132977, -4.288006, -3.5860987, -3.7466538, -3.3934402, -1.8747947]","[-0.9372925, -1.2893767, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -1.2963376, -0.87150085, -0.87150085, -1.2963376, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.9372925, -1.1773562, -0.87150085, -0.87150085, -0.9372925, -1.1773562, -0.87150085, -0.9372925, -1.1773562, -0.87150085, -1.2963376, -0.87150085, -0.9372925, -1.6903889, -0.87150085, -0.87150085, -0.87150085, -0.87150085]",0
1,maven/jruby-rake-plugin/src/main/java/org/jruby/maven/AbstractJRubyMojo.java,"[1.0, 10.0, 253.0, 9.0, 0.0, 1.0, 0.0, 30.0, 2.0, 12.0, 0.0, 0.0, 2.0, 13.0, 37.0, 2.0, 13.0, 26.0, 61.0, 5.0, 8.0, 9.0, 7.0, 103.0, 30.0, 13.0, 65.0, 172.0, 78.0, 0.22, 44.0, 143.0, 9.0, 116.0, 1.0, 13.0, 2.0, 80.0, 2.0, 3.0, 1.0, 2.0, 13.0, 3.53846153846154, 1.0, 24.0, 4.61538461538461, 1.0, 72.0, 7.15384615384615, 1.0, 4.0, 1.29411764705882, 0.0, 2.0, 2.0, 1.0, 50.0, 12.0, 1.0, 1.0]","[-3.132977, -1.1658307, -3.6872313, 0.33873543, -3.452962, -3.6546957, -3.6546957, -2.464429, -3.4217865, -1.9478709, -3.6546957, -3.713557, -3.6546957, -1.9478709, 0.33873543, -3.6754742, -0.9201238, -3.6754742, -0.9201238, -1.9478709, -3.473159, -3.6546957, -1.9478709, -3.6754742, -0.9201238, -3.6754742, -0.9201238, -0.076068744, -3.473159, -3.4217865, -1.9478709, -3.132977, -3.6754742, -3.6754742, -3.4217865, -3.6754742, -0.26226, -2.7470064, -3.3299742, -1.7666923, -3.132977, -3.132977, 0.438511, 0.438511, -3.132977, -3.3299742, -3.4217865, -2.6490624, -2.6196048, -3.8660467, -3.6546957, -3.3599758, -3.6546957, -3.452962, -2.4266872, -3.473159, -3.6754742, -1.3698106, -0.88926417, -2.6490624, 0.438511, -3.132977, -2.8854504, -3.132977, -2.8854504, -3.132977, -2.8854504, -3.132977, -2.8854504, -3.132977, -2.8854504, -3.132977, -2.8854504, -3.132977, -2.8854504, -3.132977, -1.3600417, -3.42853, -0.43051764, -3.4976544, -5.1089554, -3.767527, -3.4976544, -5.1089554, -4.086097, -3.4976544, -5.1089554, -0.076068744, -3.4976544, -5.1089554, -0.076068744, -3.4976544, -5.1089554, -4.086097, -3.4976544, -5.1089554]","[-0.9372925, -0.87150085, -1.2893767, -0.87150085, -1.3165193, -0.87150085, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -1.2963376, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -1.1773562, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -1.2963376, -0.87150085, -0.87150085, -0.9372925, -0.87150085, -0.87150085, -1.2963376, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.9372925, -0.87150085, -1.2963376, -0.87150085, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -1.1773562, -1.3165193, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.87150085, -1.7733219, -0.87150085, -0.87150085, -2.2403653, -0.87150085, -0.87150085, -2.2403653, -0.87150085, -0.87150085, -2.2403653, -0.87150085, -0.87150085, -2.2403653, -0.87150085, -0.87150085, -2.2403653, -0.87150085, -0.87150085, -2.2403653]",0
2,maven/jruby-rake-plugin/src/main/java/org/jruby/maven/GemMojo.java,"[0.0, 7.0, 16.0, 2.0, 0.0, 1.0, 0.0, 2.0, 2.0, 7.0, 0.0, 0.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 5.0, 0.0, 0.0, 2.0, 1.0, 4.0, 2.0, 1.0, 5.0, 11.0, 3.0, 0.27, 2.0, 8.0, 2.0, 5.0, 0.0, 1.0, 2.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[-3.132977, -3.6546957, -0.09304686]","[-0.9372925, -1.1773562, -0.87150085]",0
3,maven/jruby-rake-plugin/src/main/java/org/jruby/maven/InstallGemsMojo.java,"[0.0, 3.0, 18.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 6.0, 1.0, 1.0, 1.0, 5.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 5.0, 8.0, 1.0, 0.75, 4.0, 6.0, 1.0, 4.0, 0.0, 1.0, 1.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[-3.132977, -2.464429]","[-0.9372925, -0.87150085, -0.87150085]",0
4,maven/jruby-rake-plugin/src/main/java/org/jruby/maven/IRBMojo.java,"[0.0, 5.0, 20.0, 2.0, 0.0, 1.0, 0.0, 3.0, 2.0, 5.0, 0.0, 0.0, 2.0, 2.0, 3.0, 1.0, 2.0, 3.0, 6.0, 0.0, 0.0, 2.0, 2.0, 5.0, 3.0, 2.0, 6.0, 14.0, 4.0, 0.21, 3.0, 10.0, 2.0, 6.0, 0.0, 2.0, 2.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.0, 2.0, 1.5, 1.0, 2.0, 1.5, 1.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[-3.132977, -3.6546957, -0.09304686]","[-0.9372925, -1.1773562, -0.87150085]",0
5,maven/jruby-rake-plugin/src/main/java/org/jruby/maven/JRubyMojo.java,"[0.0, 3.0, 23.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 3.0, 0.0, 0.0, 1.0, 2.0, 6.0, 1.0, 2.0, 2.0, 8.0, 1.0, 1.0, 1.0, 1.0, 4.0, 2.0, 2.0, 8.0, 12.0, 2.0, 0.5, 5.0, 10.0, 1.0, 7.0, 0.0, 2.0, 1.0, 50.0, 3.0, 2.0, 0.0, 1.0, 4.0, 2.5, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[-3.132977, -0.09304686, -3.132977, -0.26226, -2.464429, -1.7666923]","[-0.9372925, -0.87150085, -0.9372925, -0.87150085, -0.87150085, -0.87150085]",0
6,maven/jruby-rake-plugin/src/main/java/org/jruby/maven/RakeMojo.java,"[0.0, 27.0, 64.0, 5.0, 0.0, 1.0, 0.0, 5.0, 5.0, 28.0, 0.0, 0.0, 5.0, 1.0, 16.0, 1.0, 1.0, 5.0, 19.0, 0.0, 4.0, 5.0, 1.0, 25.0, 5.0, 1.0, 19.0, 41.0, 17.0, 0.39, 7.0, 36.0, 5.0, 30.0, 1.0, 1.0, 5.0, 0.0, 3.0, 0.0, 0.0, 1.0, 4.0, 4.0, 4.0, 13.0, 13.0, 13.0, 8.0, 8.0, 8.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 4.0, 2.0, 1.0, 1.0]","[-3.132977, -1.1658307, -3.6754742, -3.6754742, -3.6546957, -3.6872313, -3.7466538, -3.3934402, -3.452962, -3.6754742, -3.6754742, -2.4266872, -3.6546957, -3.6754742, -3.6754742, -3.6546957, -2.1909113, -2.3254025, -2.464429, -0.26226, -2.7470064, -3.3299742, -1.7666923]","[-0.9372925, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -1.1773562, -1.2893767, -0.87150085, -0.87150085, -1.3165193, -0.87150085, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -0.87150085, -1.1773562, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085]",0
7,samples/jrubyc_java/MyObjectTest.java,"[0.0, 5.0, 7.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 5.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 1.0, 3.0, 7.0, 2.0, 0.0, 0.0, 5.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 14.0, 0.0, 1.0, 1.0]",[-3.132977],"[-0.9372925, -0.87150085, -0.87150085]",0
8,samples/jrubyc_java/MyObjectTest2.java,"[0.0, 11.0, 13.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 11.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 9.0, 1.0, 1.0, 3.0, 13.0, 8.0, 0.0, 0.0, 11.0, 1.0, 9.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 8.0, 8.0, 8.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 26.0, 0.0, 1.0, 1.0]",[-3.132977],"[-0.9372925, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085, -0.87150085]",0
9,spec/java_integration/fixtures/_funky/MyClass.java,"[0.0, 1.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 4.0, 1.0, 0.0, 1.0, 4.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[-3.132977],[-0.9372925],0
