edge_srcName,edge_srcId,edge_dstName,edge_dstId
org.apache.lucene.search.FuzzyQuery,0,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.FuzzyQuery,0,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.FuzzyQuery,0,org.apache.lucene.util.PriorityQueue,35
org.apache.lucene.search.FuzzyQuery,0,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.index.MultiLevelSkipListReader,1,org.apache.lucene.store.BufferedIndexInput,11
org.apache.lucene.index.MultiLevelSkipListReader,1,org.apache.lucene.store.IndexInput,124
org.apache.lucene.search.spans.SpanQuery,3,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.spans.SpanQuery,3,org.apache.lucene.search.Query,36
org.apache.lucene.search.spans.SpanQuery,3,org.apache.lucene.search.Weight,190
org.apache.lucene.search.spans.SpanQuery,3,org.apache.lucene.search.Searcher,52
org.apache.lucene.search.function.DocValues,5,org.apache.lucene.search.Explanation,229
org.apache.lucene.search.FieldCacheImpl,8,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.FieldCacheImpl,8,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.FieldCacheImpl,8,org.apache.lucene.index.TermDocs,155
org.apache.lucene.search.FieldCacheImpl,8,org.apache.lucene.index.TermEnum,147
org.apache.lucene.index.SegmentInfo,10,org.apache.lucene.store.Directory,50
org.apache.lucene.index.SegmentInfo,10,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.SegmentInfo,10,org.apache.lucene.store.IndexInput,124
org.apache.lucene.index.TermInfosWriter,12,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.TermInfosWriter,12,org.apache.lucene.store.Directory,50
org.apache.lucene.index.TermInfosWriter,12,org.apache.lucene.util.StringHelper,99
org.apache.lucene.index.DefaultSkipListReader,13,org.apache.lucene.store.IndexInput,124
org.apache.lucene.search.MultiSearcher,14,org.apache.lucene.document.Document,24
org.apache.lucene.search.MultiSearcher,14,org.apache.lucene.document.FieldSelector,29
org.apache.lucene.search.MultiSearcher,14,org.apache.lucene.index.CorruptIndexException,47
org.apache.lucene.search.MultiSearcher,14,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.Searchable,15,org.apache.lucene.document.Document,24
org.apache.lucene.search.Searchable,15,org.apache.lucene.document.FieldSelector,29
org.apache.lucene.search.Searchable,15,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.Searchable,15,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.Searchable,15,org.apache.lucene.index.CorruptIndexException,47
org.apache.lucene.search.MultiPhraseQuery,16,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.MultiPhraseQuery,16,org.apache.lucene.index.MultipleTermPositions,37
org.apache.lucene.search.MultiPhraseQuery,16,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.MultiPhraseQuery,16,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.MultiPhraseQuery,16,org.apache.lucene.search.Query,36
org.apache.lucene.search.MultiPhraseQuery,16,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.search.spans.TermSpans,19,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.spans.TermSpans,19,org.apache.lucene.index.TermPositions,4
org.apache.lucene.index.MultiReader,21,org.apache.lucene.document.Document,24
org.apache.lucene.index.MultiReader,21,org.apache.lucene.document.FieldSelector,29
org.apache.lucene.index.MultiReader,21,org.apache.lucene.store.Directory,50
org.apache.lucene.search.spans.SpanScorer,22,org.apache.lucene.search.Explanation,229
org.apache.lucene.search.spans.SpanScorer,22,org.apache.lucene.search.Scorer,191
org.apache.lucene.search.spans.SpanScorer,22,org.apache.lucene.search.SimilarityDelegator,80
org.apache.lucene.search.spans.SpanScorer,22,org.apache.lucene.search.Weight,190
org.apache.lucene.search.spans.SpanNearQuery,23,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.spans.SpanNearQuery,23,org.apache.lucene.search.Query,36
org.apache.lucene.search.spans.SpanNearQuery,23,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.document.Document,24,org.apache.lucene.index.IndexReader,192
org.apache.lucene.document.Document,24,org.apache.lucene.search.Hits,96
org.apache.lucene.document.Document,24,org.apache.lucene.search.Searcher,52
org.apache.lucene.search.PhrasePositions,26,org.apache.lucene.index.MultiLevelSkipListReader,1
org.apache.lucene.search.SloppyPhraseScorer,27,org.apache.lucene.index.TermPositions,4
org.apache.lucene.index.FieldInfos,28,org.apache.lucene.document.Document,24
org.apache.lucene.index.FieldInfos,28,org.apache.lucene.document.Fieldable,95
org.apache.lucene.index.FieldInfos,28,org.apache.lucene.store.Directory,50
org.apache.lucene.index.FieldInfos,28,org.apache.lucene.store.IndexInput,124
org.apache.lucene.index.FieldInfos,28,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.CompoundFileWriter,30,org.apache.lucene.store.Directory,50
org.apache.lucene.index.CompoundFileWriter,30,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.CompoundFileWriter,30,org.apache.lucene.store.IndexInput,124
org.apache.lucene.search.PrefixFilter,31,org.apache.lucene.search.FilteredQuery,151
org.apache.lucene.search.PrefixFilter,31,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.PrefixFilter,31,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.PrefixFilter,31,org.apache.lucene.index.TermEnum,147
org.apache.lucene.search.PrefixFilter,31,org.apache.lucene.index.TermDocs,155
org.apache.lucene.index.TermVectorsWriter,32,org.apache.lucene.store.Directory,50
org.apache.lucene.index.TermVectorsWriter,32,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.TermVectorsWriter,32,org.apache.lucene.util.StringHelper,99
org.apache.lucene.index.FieldsReader,34,org.apache.lucene.analysis.TokenStream,125
org.apache.lucene.index.FieldsReader,34,org.apache.lucene.document.LoadFirstFieldSelector,9
org.apache.lucene.index.FieldsReader,34,org.apache.lucene.store.Directory,50
org.apache.lucene.index.FieldsReader,34,org.apache.lucene.store.IndexInput,124
org.apache.lucene.index.FieldsReader,34,org.apache.lucene.store.AlreadyClosedException,113
org.apache.lucene.index.FieldsReader,34,org.apache.lucene.store.BufferedIndexInput,11
org.apache.lucene.search.Query,36,org.apache.lucene.index.IndexReader,192
org.apache.lucene.index.MultipleTermPositions,37,org.apache.lucene.util.PriorityQueue,35
org.apache.lucene.queryParser.QueryParser,38,org.apache.lucene.index.TermPositions,4
org.apache.lucene.queryParser.QueryParser,38,org.apache.lucene.analysis.standard.CharStream,6
org.apache.lucene.queryParser.QueryParser,38,org.apache.lucene.document.LoadFirstFieldSelector,9
org.apache.lucene.queryParser.QueryParser,38,org.apache.lucene.search.FuzzyQuery,0
org.apache.lucene.queryParser.QueryParser,38,org.apache.lucene.util.Parameter,93
org.apache.lucene.search.FieldDocSortedHitQueue,40,org.apache.lucene.util.PriorityQueue,35
org.apache.lucene.search.function.FieldCacheSource,41,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.function.FieldCacheSource,41,org.apache.lucene.search.FieldCacheImpl,8
org.apache.lucene.search.BooleanQuery,42,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.BooleanQuery,42,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.search.TermQuery,45,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.TermQuery,45,org.apache.lucene.index.TermDocs,155
org.apache.lucene.search.TermQuery,45,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.TermQuery,45,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.queryParser.MultiFieldQueryParser,48,org.apache.lucene.analysis.Analyzer,54
org.apache.lucene.queryParser.MultiFieldQueryParser,48,org.apache.lucene.search.BooleanClause,65
org.apache.lucene.queryParser.MultiFieldQueryParser,48,org.apache.lucene.search.BooleanQuery,42
org.apache.lucene.queryParser.MultiFieldQueryParser,48,org.apache.lucene.search.MultiPhraseQuery,16
org.apache.lucene.queryParser.MultiFieldQueryParser,48,org.apache.lucene.search.PhraseQuery,118
org.apache.lucene.queryParser.MultiFieldQueryParser,48,org.apache.lucene.search.Query,36
org.apache.lucene.index.SegmentMergeQueue,49,org.apache.lucene.util.PriorityQueue,35
org.apache.lucene.search.Searcher,52,org.apache.lucene.index.CorruptIndexException,47
org.apache.lucene.search.Searcher,52,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.Searcher,52,org.apache.lucene.document.Document,24
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.search.FuzzyQuery,0
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.search.spans.SpanScorer,22
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.search.spans.SpanTermQuery,98
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.search.spans.SpanWeight,141
org.apache.lucene.search.payloads.BoostingTermQuery,53,org.apache.lucene.search.spans.TermSpans,19
org.apache.lucene.search.DisjunctionSumScorer,56,org.apache.lucene.util.ScorerDocQueue,105
org.apache.lucene.index.TermBuffer,57,org.apache.lucene.store.IndexInput,124
org.apache.lucene.search.function.IntFieldSource,60,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.function.IntFieldSource,60,org.apache.lucene.search.FieldCacheImpl,8
org.apache.lucene.search.function.IntFieldSource,60,org.apache.lucene.search.function.DocValues,5
org.apache.lucene.index.MultiLevelSkipListWriter,61,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.MultiLevelSkipListWriter,61,org.apache.lucene.store.RAMOutputStream,112
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.search.Explanation,229
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.search.Query,36
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.search.Scorer,191
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.search.Searcher,52
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.search.SimilarityDelegator,80
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.search.Weight,190
org.apache.lucene.search.MatchAllDocsQuery,64,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.search.BooleanClause,65,org.apache.lucene.util.Parameter,93
org.apache.lucene.search.WildcardQuery,68,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.WildcardQuery,68,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.function.ValueSource,70,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.function.ValueSource,70,org.apache.lucene.search.function.DocValues,5
org.apache.lucene.search.function.ValueSource,70,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.document.DateField,71,org.apache.lucene.search.PrefixQuery,202
org.apache.lucene.document.DateField,71,org.apache.lucene.search.RangeQuery,201
org.apache.lucene.index.SegmentMerger,74,org.apache.lucene.document.FieldSelector,29
org.apache.lucene.index.SegmentMerger,74,org.apache.lucene.document.FieldSelectorResult,75
org.apache.lucene.index.SegmentMerger,74,org.apache.lucene.store.Directory,50
org.apache.lucene.index.SegmentMerger,74,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.search.SortComparatorSource,76,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.Similarity,80,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.Similarity,80,org.apache.lucene.index.IndexWriter,224
org.apache.lucene.search.Similarity,80,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.Similarity,80,org.apache.lucene.util.SmallFloat,171
org.apache.lucene.search.FuzzyTermEnum,84,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.FuzzyTermEnum,84,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.spans.SpanFirstQuery,86,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.spans.SpanFirstQuery,86,org.apache.lucene.search.Query,36
org.apache.lucene.search.spans.SpanFirstQuery,86,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.search.TopFieldDocCollector,88,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.Hit,92,org.apache.lucene.document.Document,24
org.apache.lucene.search.Hit,92,org.apache.lucene.index.CorruptIndexException,47
org.apache.lucene.search.spans.NearSpansUnordered,94,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.spans.NearSpansUnordered,94,org.apache.lucene.util.PriorityQueue,35
org.apache.lucene.document.Fieldable,95,org.apache.lucene.analysis.TokenStream,125
org.apache.lucene.search.Hits,96,org.apache.lucene.document.Document,24
org.apache.lucene.search.Hits,96,org.apache.lucene.index.CorruptIndexException,47
org.apache.lucene.search.spans.SpanTermQuery,98,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.spans.SpanTermQuery,98,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.spans.SpanTermQuery,98,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.search.CachingWrapperFilter,101,org.apache.lucene.index.IndexReader,192
org.apache.lucene.util.ScorerDocQueue,105,org.apache.lucene.search.Scorer,191
org.apache.lucene.search.ConstantScoreRangeQuery,107,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.PhraseQueue,109,org.apache.lucene.util.PriorityQueue,35
org.apache.lucene.analysis.standard.StandardAnalyzer,111,org.apache.lucene.analysis.standard.CharStream,6
org.apache.lucene.index.SegmentTermDocs,116,org.apache.lucene.util.BitVector,209
org.apache.lucene.index.SegmentTermDocs,116,org.apache.lucene.store.IndexInput,124
org.apache.lucene.index.CompoundFileReader,117,org.apache.lucene.store.Directory,50
org.apache.lucene.index.CompoundFileReader,117,org.apache.lucene.store.IndexInput,124
org.apache.lucene.index.CompoundFileReader,117,org.apache.lucene.store.BufferedIndexInput,11
org.apache.lucene.index.CompoundFileReader,117,org.apache.lucene.store.IndexOutput,17
org.apache.lucene.index.CompoundFileReader,117,org.apache.lucene.store.Lock,85
org.apache.lucene.search.PhraseQuery,118,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.PhraseQuery,118,org.apache.lucene.index.TermPositions,4
org.apache.lucene.search.PhraseQuery,118,org.apache.lucene.index.IndexReader,192
org.apache.lucene.search.PhraseQuery,118,org.apache.lucene.util.ToStringUtils,67
org.apache.lucene.search.QueryTermVector,120,org.apache.lucene.analysis.Analyzer,54
org.apache.lucene.search.QueryTermVector,120,org.apache.lucene.analysis.Tokenizer,89
org.apache.lucene.search.QueryTermVector,120,org.apache.lucene.analysis.TokenStream,125
org.apache.lucene.search.QueryTermVector,120,org.apache.lucene.index.TermFreqVector,175
org.apache.lucene.index.FieldsWriter,122,org.apache.lucene.document.Document,24
org.apache.lucene.index.FieldsWriter,122,org.apache.lucene.document.Fieldable,95
org.apache.lucene.index.FieldsWriter,122,org.apache.lucene.store.Directory,50
