node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
0,org.apache.lucene.search.FuzzyQuery,"[10.0, 3.0, 0.0, 13.0, 42.0, 7.0, 1.0, 12.0, 9.0, 0.638888889, 280.0, 0.5, 0.0, 0.72, 0.285714286, 3.0, 4.0, 26.6, 6.0, 1.4, 9.0, 8.0, 289.0, 8.0]","[-3.315858, -3.061631, -3.315858, -3.061631, -3.315858, -3.061631, -3.7412274, -3.7412274, -3.7412274, -0.07219319, -3.7412274, -1.5718411, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -3.315858, -3.4811056, -0.6675819, -2.4188077, -2.4222054, -3.4811056, -3.4224799, -1.9227647, -1.3459352, -2.5881042, -2.4796655, -3.7412274, -0.07219319, -3.315858, -2.1707728, -2.4789104, -1.656745, -2.1707728, -1.656745, -1.656745, -1.9992083, -1.656745, -1.656745, -2.3957908, -1.656745, -0.866795, -2.5881042, -2.3957908, -1.933227, -3.7412274, -3.315858, -2.2955828, -3.7412274, -3.315858, -3.315858, -3.315858, -3.315858, -3.315858, -3.7412274, -0.0345019]","[1.4026529, 1.5168645, 1.4026529, 1.5168645, 1.4026529, 1.5168645, 1.181353, 1.181353, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.4026529, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.380465, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.4026529, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.4026529, 1.3455544, 1.181353, 1.4026529, 1.4026529, 1.4026529, 1.4026529, 1.4026529, 1.181353, 1.3455544]",1
1,org.apache.lucene.index.MultiLevelSkipListReader,"[10.0, 1.0, 1.0, 4.0, 21.0, 0.0, 1.0, 3.0, 1.0, 0.619047619, 477.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 45.3, 2.0, 1.0, 477.0, 0.0, 477.0, 0.0]","[-3.4224799, -3.7412274, -3.7412274, -3.315858, -3.0605707, -3.0605707, -3.315858, -3.315858, -2.600241, -3.315858, -2.7421997, -3.7412274, -3.315858, -3.315858, -3.315858, -0.82521635, -3.7412274, -2.135903, -3.315858, -0.82521635, -3.7412274, -3.4224799, -3.315858, -2.4222054, -3.7412274, -1.0570663, -1.0570663, -3.4224799, -3.7412274, -1.1494689, -1.1494689, -3.315858, -2.135903, -3.4224799, -0.82521635, -2.7421997, -3.315858, -1.9308608, -3.315858, -2.135903, -2.7421997, -2.7421997, -3.7412274, -3.7412274, -2.7421997, -1.0503455, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -2.3704698, -3.7412274]","[1.380465, 1.181353, 1.181353, 1.4026529, 1.3455544, 1.3267145, 1.3267145, 1.4026529, 1.4026529, 1.3455544, 3.7016187, 1.4026529, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.4026529, 1.4026529, 1.3455544, 1.4026529, 1.3455544, 1.181353, 1.3455544, 1.4026529, 1.3455544, 1.181353, 1.380465, 1.4026529, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.380465, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.380465, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.4026529, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.181353, 1.3455544, 1.3455544, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.3455544, 1.181353]",1
2,org.apache.lucene.store.RAMDirectory,"[17.0, 2.0, 0.0, 11.0, 42.0, 0.0, 2.0, 10.0, 15.0, 0.5625, 393.0, 0.333333333, 0.0, 0.586206897, 0.352941176, 1.0, 5.0, 21.94117647, 2.0, 0.8824, 147.0, 97.0, 404.0, 97.0]","[-2.4520206, -2.4520206, -3.7412274, -3.0975542, -0.54618526, -3.4811056, -2.4658053, -3.0605707, -2.0753915, -2.87134, -3.7412274, -3.0975542, -2.6564, -3.7412274, -3.0975542, -2.6564, -3.315858, -3.061631, -3.7412274, -3.0975542, -2.6564, -3.315858, -3.061631, 0.038883246, -1.7111883, -4.00404, -0.3504802, 0.038883246, -0.051362254, -3.7412274, -3.0975542, -2.6564, -3.315858, -3.061631, -3.7412274, -3.0975542, -3.7412274, -3.0975542, -2.6564, -3.315858, -1.6974835, -3.061631, -3.7412274, -3.0975542, -2.6564, -3.315858, -3.061631, -2.6564, -3.315858, -1.6974835, -2.292827, -3.7412274, -3.0975542, -2.6564, -3.315858, -2.292827, -3.7412274, -3.0975542, -2.6564, -3.315858, -3.061631, -3.7412274, -3.7412274, -3.315858, -3.061631]","[1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.5168645, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.5168645, 1.3455544, 1.8828821, 1.6523565, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.5168645, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.5168645, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.5168645, 1.3455544, 1.4026529, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.4026529, 1.5168645, 1.181353, 1.181353, 1.4026529, 1.5168645]",1
3,org.apache.lucene.search.spans.SpanQuery,"[5.0, 2.0, 5.0, 17.0, 7.0, 10.0, 12.0, 6.0, 4.0, 2.0, 14.0, 0.0, 0.0, 0.75, 0.466666667, 1.0, 1.0, 1.8, 1.0, 0.8, 6.0, 5.0, 20.0, 5.0]","[-3.7412274, -3.7412274, -3.7412274, -3.7412274]","[1.181353, 1.181353, 1.181353, 1.181353]",0
4,org.apache.lucene.index.TermPositions,"[4.0, 1.0, 0.0, 23.0, 4.0, 6.0, 22.0, 1.0, 4.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 62.0, 9.0, 63.0, 9.0]","[-3.7412274, -3.7412274, -3.7412274, -3.7412274]","[1.181353, 1.181353, 1.181353, 1.181353]",1
5,org.apache.lucene.search.function.DocValues,"[14.0, 1.0, 6.0, 16.0, 19.0, 79.0, 15.0, 1.0, 11.0, 0.723076923, 133.0, 1.0, 0.0, 0.0, 0.785714286, 0.0, 0.0, 8.142857143, 3.0, 1.0, 133.0, 0.0, 133.0, 0.0]","[-3.7412274, -3.7412274, -1.5241463, -3.7412274, -1.5241463, -3.7412274, -1.5241463, -3.7412274, -2.3957908, -1.5241463, -3.7412274, -3.7412274, -1.5241463, -2.3957908, -3.7412274, -3.7412274, -3.315858, -3.4224799, -1.5241463, -2.3327003, -1.0850104, -3.7412274, -1.2952473, -3.7412274, -1.2952473, -3.7412274, -1.2952473]","[1.181353, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.181353, 1.181353, 1.3455544, 1.3455544, 1.181353, 1.181353, 1.4026529, 1.380465, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544]",1
6,org.apache.lucene.analysis.standard.CharStream,"[12.0, 1.0, 0.0, 3.0, 12.0, 66.0, 3.0, 0.0, 12.0, 2.0, 12.0, 0.0, 0.0, 0.0, 0.583333333, 0.0, 0.0, 0.0, 1.0, 1.0, 12.0, 0.0, 22.0, 0.0]","[-3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274]","[1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353]",0
7,org.apache.lucene.analysis.standard.FastCharStream,"[14.0, 1.0, 0.0, 2.0, 25.0, 3.0, 1.0, 1.0, 13.0, 0.602564103, 237.0, 0.0, 0.0, 0.0, 0.404761905, 0.0, 0.0, 15.5, 1.0, 0.9286, 6.0, 5.0, 243.0, 5.0]","[-3.7412274, -3.315858, -0.31597298, -3.7412274, -3.315858, -3.315858, -3.315858, -2.3704698, -2.3704698, -2.4163063, -3.315858, -3.061631, -3.7412274, -2.0651758, -3.7412274, -3.7412274, -3.7412274, -2.3704698, -3.7412274, -4.00404, -2.4222054, -1.0060016, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274, -3.7412274]","[1.181353, 1.4026529, 1.3455544, 1.181353, 1.4026529, 1.4026529, 1.4026529, 1.3455544, 1.3455544, 1.3455544, 1.4026529, 1.5168645, 1.181353, 1.3455544, 1.181353, 1.181353, 1.181353, 1.3455544, 1.181353, 1.6523565, 1.3455544, 1.3455544, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353, 1.181353]",0
8,org.apache.lucene.search.FieldCacheImpl,"[14.0, 1.0, 0.0, 22.0, 29.0, 67.0, 9.0, 22.0, 12.0, 0.897435897, 199.0, 0.333333333, 12.0, 0.0, 0.403846154, 0.0, 0.0, 12.35714286, 1.0, 0.8571, 176.0, 88.0, 940.0, 88.0]","[-3.7412274, -3.7412274, -2.6564, -3.315858, -2.292827, -2.6564, -3.315858, -2.292827, -3.315858, -3.315858, -2.292827, -2.0813532, -2.0813532, -3.7412274, -3.315858, -3.315858, -3.315858, -2.4789104, -3.315858, -3.315858, -3.315858, -2.4789104, -3.7412274, -2.0665796, -2.0665796, -2.0665796, -3.7412274, -3.7412274, -3.7412274, 0.21052802, -3.7412274, -0.5715085, -3.7412274, -0.8423253, -3.7412274, -2.6564, -3.7412274, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054, -3.7412274, 0.27218416, -3.7412274, -2.6564, -3.7412274, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054, -3.7412274, -0.055375073, -3.7412274, -2.6564, -3.7412274, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, 0.21052802, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054, -3.7412274, -1.0560286, -3.7412274, -2.6564, -3.7412274, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, -0.5715085, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054, -3.7412274, -2.6564, -3.7412274, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054, -3.7412274, -2.6564, -3.7412274, -3.1980908, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, -3.315858, -3.061631, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054, -3.315858, -3.315858, -2.3704698, -3.7412274, -2.6564, -3.7412274, -1.7566084, -4.00404, -1.6983174, -3.315858, -3.061631, -3.315858, -2.1707728, -1.9992083, -4.00404, 0.21052802, -0.055375073, -4.00404, -0.5715085, -1.0560286, -1.1270946, -3.061631, -2.4222054, -3.7412274, -2.6564, -3.7412274, -3.1980908, -1.7192254, -1.7566084, -4.00404, -1.7111883, -2.87134, -1.6983174, -3.315858, -2.1707728, -1.8349154, -1.9992083, -2.135903, -3.0605707, -2.87134, -2.787401, -2.4222054, -2.4222054]","[1.181353, 1.181353, 1.3455544, 1.4026529, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.4026529, 1.4026529, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.4026529, 1.4026529, 1.4026529, 1.3455544, 1.4026529, 1.4026529, 1.4026529, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.3455544, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.3455544, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.3455544, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.3455544, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.4026529, 1.5168645, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544, 1.4026529, 1.4026529, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.6523565, 1.3455544, 1.4026529, 1.5168645, 1.4026529, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.3455544, 1.3455544, 1.6523565, 1.3455544, 1.3455544, 1.3455544, 1.5168645, 1.3455544, 1.181353, 1.3455544, 1.181353, 1.3455544, 1.3455544, 1.3455544, 1.6523565, 1.8828821, 1.3455544, 1.3455544, 1.4026529, 1.3455544, 1.856381, 1.3455544, 1.3455544, 1.3455544, 1.3267145, 1.3455544, 1.3455544, 1.3455544, 1.3455544]",1
9,org.apache.lucene.document.LoadFirstFieldSelector,"[2.0, 1.0, 0.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 7.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 2.5, 1.0, 0.5, 7.0, 0.0, 7.0, 0.0]",[-3.7412274],[1.181353],0
