node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
0,activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/LoadTest.java,"[0.0, 3.0, 36.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 20.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 9.0, 13.0, 1.0, 1.54, 3.0, 10.0, 1.0, 8.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.8859062, 0.29384655]","[1.6043509, 1.6558019]",0
1,activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/CounterBean.java,"[0.0, 12.0, 63.0, 3.0, 0.0, 1.0, 3.0, 5.0, 2.0, 13.0, 0.0, 0.0, 2.0, 3.0, 20.0, 2.0, 3.0, 5.0, 17.0, 0.0, 1.0, 3.0, 3.0, 18.0, 5.0, 3.0, 18.0, 36.0, 10.0, 0.56, 7.0, 28.0, 3.0, 22.0, 1.0, 3.0, 2.0, 87.0, 1.0, 0.0, 1.0, 3.0, 5.0, 2.0, 0.0, 4.0, 2.33333333333333, 1.0, 3.0, 1.66666666666667, 1.0, 2.0, 1.14285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[3.2116983, 2.9789634, 3.6344137, 2.9789634, 3.6344137, 2.8859062, 3.256567, 2.8859062, 2.8859062, 4.077113, 3.8416154, 3.7254496, 4.2797194, 3.5407057, 0.70914257, 4.077113, 2.3465548, 3.7717185]","[1.6558019, 1.6558019, 1.6558019, 1.6558019, 1.6558019, 1.6043509, 1.6558019, 1.6043509, 1.6043509, 1.6558019, 1.9840368, 2.3058279, 1.6558019, 1.6558019, 1.6558019, 1.6558019, 1.6558019, 1.6558019]",0
2,activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerConsumeTest.java,"[0.0, 3.0, 39.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 4.0, 0.0, 1.0, 1.0, 1.0, 23.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 9.0, 13.0, 1.0, 1.77, 3.0, 10.0, 1.0, 8.0, 0.0, 1.0, 1.0, 100.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.8859062, 4.2797194]","[1.6043509, 1.6558019]",0
3,activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerLoadTest.java,"[0.0, 3.0, 38.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 22.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 9.0, 13.0, 1.0, 1.69, 3.0, 10.0, 1.0, 8.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.8859062, 0.29384655]","[1.6043509, 1.6558019]",0
4,activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerParallelProducerLoadTest.java,"[0.0, 3.0, 38.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 22.0, 1.0, 1.0, 1.0, 11.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 9.0, 13.0, 1.0, 1.69, 3.0, 10.0, 1.0, 8.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.8859062, 0.29384655]","[1.6043509, 1.6558019]",0
5,activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,"[0.0, 3.0, 44.0, 1.0, 0.0, 1.0, 0.0, 3.0, 1.0, 3.0, 0.0, 0.0, 1.0, 3.0, 19.0, 1.0, 3.0, 3.0, 12.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 12.0, 19.0, 3.0, 1.0, 6.0, 15.0, 1.0, 11.0, 0.0, 3.0, 1.0, 33.0, 2.0, 0.0, 3.0, 2.0, 4.0, 2.66666666666667, 2.0, 2.0, 1.33333333333333, 1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.977272727272727, 0.0]","[2.8859062, 2.8859062]","[1.6043509, 1.6043509]",0
6,activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory.java,"[0.0, 4.0, 55.0, 2.0, 0.0, 1.0, 0.0, 5.0, 1.0, 4.0, 0.0, 0.0, 1.0, 4.0, 24.0, 1.0, 4.0, 5.0, 14.0, 1.0, 1.0, 2.0, 3.0, 7.0, 5.0, 4.0, 14.0, 25.0, 5.0, 0.96, 6.0, 19.0, 2.0, 13.0, 0.0, 4.0, 1.0, 50.0, 4.0, 0.0, 3.0, 2.0, 2.0, 1.25, 0.0, 5.0, 2.0, 1.0, 2.0, 1.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.981818181818182, 0.0]","[2.8859062, 2.8859062, 2.8859062, -0.5779399, 1.0989659, 3.5376341]","[1.6043509, 1.6043509, 1.6043509, 1.6558019, 1.6558019, 1.9507011, 1.6558019]",0
7,activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,"[0.0, 3.0, 159.0, 4.0, 0.0, 1.0, 0.0, 26.0, 1.0, 4.0, 0.0, 0.0, 1.0, 21.0, 32.0, 1.0, 21.0, 26.0, 45.0, 2.0, 4.0, 4.0, 19.0, 34.0, 26.0, 21.0, 45.0, 101.0, 29.0, 0.32, 26.0, 74.0, 4.0, 47.0, 0.0, 21.0, 1.0, 88.0, 1.0, 2.0, 5.0, 3.0, 7.0, 1.9047619047619, 0.0, 5.0, 1.71428571428571, 1.0, 6.0, 1.33333333333333, 1.0, 2.0, 0.347826086956522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.943396226415094, 0.0]","[2.8859062, 3.3096879, 2.8859062, 4.527861, 2.8859062, 0.016946066, 2.8859062, 3.3207607, 2.8859062, 3.4587994, 2.8859062, 3.4587994, 2.8859062, 0.016946066, 2.8859062, 3.4587994, 2.8859062, 3.4587994, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 0.52637815, 3.5376341, 0.52637815, 1.44831, 3.5376341, 3.4587994, 1.44831, 2.8859062, 1.0989659, 3.5376341, 3.4777937, 3.5376341, 1.0989659, 3.5376341, 3.4587994]","[1.6043509, 1.6558019, 1.6043509, 1.6558019, 1.6043509, 1.6558019, 1.6043509, 1.6558019, 1.6043509, 2.7062051, 1.6043509, 2.7062051, 1.6043509, 1.6558019, 1.6043509, 2.7062051, 1.6043509, 2.7062051, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6558019, 1.9507011, 1.6558019, 1.6558019, 1.6558019, 1.9507011, 2.7062051, 1.6558019, 1.6043509, 1.6558019, 1.9507011, 1.6558019, 1.9507011, 1.6558019, 1.9507011, 2.7062051]",0
8,activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageConsumer.java,"[0.0, 6.0, 173.0, 6.0, 0.0, 1.0, 0.0, 31.0, 2.0, 6.0, 0.0, 0.0, 2.0, 17.0, 26.0, 2.0, 17.0, 30.0, 46.0, 4.0, 9.0, 6.0, 13.0, 59.0, 30.0, 21.0, 46.0, 126.0, 44.0, 0.21, 21.0, 90.0, 6.0, 62.0, 0.0, 17.0, 2.0, 84.0, 1.0, 2.0, 3.0, 2.0, 8.0, 2.88235294117647, 0.0, 6.0, 2.64705882352941, 0.0, 7.0, 1.82352941176471, 1.0, 3.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.890173410404624, 0.0]","[2.8859062, 3.5376341, 3.7254496, 3.5376341, 3.2292264, 3.5376341, 3.2292264, 3.4587994, 3.4587994, 3.5299718, 2.8859062, 2.8859062, 3.5376341, 4.527861, 2.8859062, 0.084933676, 4.996582, 4.8481107, 2.8859062, 0.084933676, 4.996582, 4.8481107, 2.8859062, 0.084933676, 3.2570179, 4.8481107, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 2.8859062, 3.7254496, 3.5376341, 3.7717185, 3.4587994, 3.4587994, 3.5299718, 2.8859062, 3.5376341, -0.35282972, 2.8859062, 3.7254496, 4.527861, 2.8859062, 4.8481107, 0.8116078, 1.283198, 3.7717185, 3.4587994, 3.4587994, 3.5299718, 2.8859062, 3.5376341, 3.4587994]","[1.6043509, 1.9507011, 2.3058279, 1.9507011, 1.6558019, 1.9507011, 1.6558019, 2.7062051, 2.7062051, 1.6558019, 1.6043509, 1.6043509, 1.9507011, 1.6558019, 1.6043509, 1.6558019, 1.6558019, 1.6558019, 1.6043509, 1.6558019, 1.6558019, 1.6558019, 1.6043509, 1.6558019, 1.6558019, 1.6558019, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 1.6043509, 2.3058279, 1.9507011, 1.6558019, 1.6558019, 2.7062051, 2.7062051, 1.6558019, 1.6043509, 1.9507011, 1.6558019, 1.6558019, 1.6043509, 2.3058279, 1.6558019, 1.6043509, 1.6558019, 1.6558019, 1.6558019, 1.6558019, 2.7062051, 2.7062051, 1.6558019, 1.6043509, 1.9507011, 2.7062051]",0
9,activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,"[0.0, 8.0, 104.0, 4.0, 0.0, 1.0, 0.0, 15.0, 3.0, 8.0, 0.0, 0.0, 3.0, 6.0, 23.0, 1.0, 6.0, 15.0, 26.0, 1.0, 4.0, 4.0, 5.0, 33.0, 15.0, 6.0, 26.0, 70.0, 24.0, 0.33, 11.0, 50.0, 4.0, 37.0, 0.0, 6.0, 3.0, 54.0, 2.0, 2.0, 3.0, 1.0, 10.0, 4.5, 1.0, 7.0, 3.0, 0.0, 6.0, 2.83333333333333, 1.0, 2.0, 1.125, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.817307692307692, 0.5]","[3.7254496, 4.0881968, 3.4587994, 3.4587994, 3.5299718, 2.8859062, 2.8859062, 2.8859062, 3.5376341, 3.7254496, 3.2292264, 3.4587994, 3.4587994, 3.5299718, 2.8859062, 3.5376341, 3.643904, 3.4587994, 3.7254496, 1.0989659, -0.35282972, 1.1733435, 3.4587994, 3.4587994, 3.5299718, 2.8859062, 3.5376341, 3.4587994]","[2.3058279, 1.6558019, 2.7062051, 2.7062051, 1.6558019, 1.6043509, 1.6043509, 1.6043509, 1.9507011, 2.3058279, 1.6558019, 2.7062051, 2.7062051, 1.6558019, 1.6043509, 1.9507011, 1.6558019, 2.7062051, 2.3058279, 1.6558019, 1.6558019, 1.6558019, 2.7062051, 2.7062051, 1.6558019, 1.6043509, 1.9507011, 2.7062051]",0
