edge_srcName,edge_srcId,edge_dstName,edge_dstId
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,5,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,79
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,5,activemq-core/src/main/java/org/apache/activemq/management/JMSStatsImpl.java,516
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,5,activemq-core/src/main/java/org/apache/activemq/transport/Transport.java,973
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,5,activemq-core/src/main/java/org/apache/activemq/util/IdGenerator.java,1032
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory.java,6,activemq-core/src/main/java/org/apache/activemq/management/JMSStatsImpl.java,516
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory.java,6,activemq-core/src/main/java/org/apache/activemq/spring/ActiveMQConnectionFactory.java,790
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory.java,6,activemq-core/src/main/java/org/apache/activemq/transport/Transport.java,973
activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,7,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,79
activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,7,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,7,activemq-core/src/main/java/org/apache/activemq/CustomDestination.java,393
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageConsumer.java,8,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageConsumer.java,8,activemq-core/src/main/java/org/apache/activemq/util/JMSExceptionSupport.java,1038
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,9,activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageProducerSupport.java,88
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,9,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,9,activemq-core/src/main/java/org/apache/activemq/util/JMSExceptionSupport.java,1038
activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueue.java,10,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueReceiver.java,11,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueSender.java,12,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopic.java,13,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopicPublisher.java,14,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopicSubscriber.java,15,activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,96
activemq-camel/src/main/java/org/apache/activemq/camel/component/ActiveMQConfiguration.java,17,activemq-core/src/main/java/org/apache/activemq/spring/ActiveMQConnectionFactory.java,790
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,18,activemq-core/src/main/java/org/apache/activemq/EnhancedConnection.java,395
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,18,activemq-core/src/main/java/org/apache/activemq/advisory/DestinationEvent.java,112
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,18,activemq-core/src/main/java/org/apache/activemq/advisory/DestinationListener.java,113
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,18,activemq-core/src/main/java/org/apache/activemq/advisory/DestinationSource.java,114
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,18,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQDestination.java,324
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,18,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQQueue.java,328
activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalEndpoint.java,20,activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/AsyncDataManager.java,435
activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalEndpoint.java,20,activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/Location.java,443
activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalEndpoint.java,20,activemq-core/src/main/java/org/apache/activemq/util/ByteSequence.java,1023
activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQConverter.java,21,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQDestination.java,324
activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQMessageConverter.java,22,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQMessage.java,326
activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQMessageConverter.java,22,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQObjectMessage.java,327
activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQMessageConverter.java,22,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQTextMessage.java,333
activemq-camel/src/test/java/org/apache/activemq/camel/CamelEmbeddedBrokerTestSupport.java,23,activemq-core/src/test/java/org/apache/activemq/EmbeddedBrokerTestSupport.java,1182
activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQConfigureTest.java,25,activemq-core/src/main/java/org/apache/activemq/spring/ActiveMQConnectionFactory.java,790
activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQConfigureTest.java,25,activemq-pool/src/main/java/org/apache/activemq/pool/PooledConnectionFactory.java,1825
activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQJmsHeaderRouteTest.java,26,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQQueue.java,328
activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQReplyToHeaderUsingConverterTest.java,27,activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQConverter.java,21
activemq-camel/src/test/java/org/apache/activemq/camel/component/AdvisoryConsumerExample.java,29,activemq-core/src/main/java/org/apache/activemq/util/ByteSequence.java,1023
activemq-camel/src/test/java/org/apache/activemq/camel/component/AdvisoryConsumerExample.java,29,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQMessage.java,326
activemq-camel/src/test/java/org/apache/activemq/camel/component/AdvisoryConsumerExample.java,29,activemq-core/src/main/java/org/apache/activemq/command/DataStructure.java,351
activemq-camel/src/test/java/org/apache/activemq/camel/component/AdvisoryConsumerExample.java,29,activemq-core/src/main/java/org/apache/activemq/command/DestinationInfo.java,352
activemq-camel/src/test/java/org/apache/activemq/camel/component/AutoExposeQueuesInCamelTest.java,30,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQDestination.java,324
activemq-camel/src/test/java/org/apache/activemq/camel/component/AutoExposeQueuesInCamelTest.java,30,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQQueue.java,328
activemq-camel/src/test/java/org/apache/activemq/camel/component/AutoExposeQueuesInCamelTest.java,30,activemq-core/src/main/java/org/apache/activemq/command/ActiveMQTopic.java,334
activemq-camel/src/test/java/org/apache/activemq/camel/component/AutoExposeQueuesInCamelTest.java,30,activemq-core/src/test/java/org/apache/activemq/EmbeddedBrokerTestSupport.java,1182
activemq-camel/src/test/java/org/apache/activemq/camel/component/AutoExposeQueuesInCamelTest.java,30,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,135
activemq-camel/src/test/java/org/apache/activemq/camel/component/BrowseQueuesInUFace.java,31,activemq-camel/src/test/java/org/apache/activemq/camel/SetHeaderTest.java,39
activemq-camel/src/test/java/org/apache/activemq/camel/component/JournalRouteTest.java,35,activemq-core/src/main/java/org/apache/activemq/util/ByteSequence.java,1023
