edge_srcName,edge_srcId,edge_dstName,edge_dstId
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/Abortable.java,0
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/HRegionInfo.java,163
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/ServerName.java,212
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AdminProtocol.java,6
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnection.java,21
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,22
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,23
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RetriesExhaustedException.java,49
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions/NotAllMetaRegionsOnlineException.java,90
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions/ServerNotRunningYetException.java,103
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ProtobufUtil.java,185
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java,289
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/MetaRegionTracker.java,223
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker.java,1,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZooKeeperWatcher.java,234
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-common/src/main/java/org/apache/hadoop/hbase/HConstants.java,257
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-client/src/main/java/org/apache/hadoop/hbase/HRegionInfo.java,163
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-client/src/main/java/org/apache/hadoop/hbase/HTableDescriptor.java,165
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-client/src/main/java/org/apache/hadoop/hbase/ServerName.java,212
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Get.java,19
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,23
hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader.java,2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Result.java,47
