cfg_id,class_name,label,num_nodes
0,security/src/main/java/org/apache/hadoop/hbase/ipc/SecureClient,1,69
1,security/src/main/java/org/apache/hadoop/hbase/ipc/SecureConnectionHeader,0,94
2,security/src/main/java/org/apache/hadoop/hbase/ipc/SecureRpcEngine,0,134
3,security/src/main/java/org/apache/hadoop/hbase/ipc/SecureServer,0,95
4,security/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlFilter,0,34
5,security/src/main/java/org/apache/hadoop/hbase/security/access/AccessController,3,903
6,security/src/main/java/org/apache/hadoop/hbase/security/access/AccessControllerProtocol,0,0
7,security/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlLists,0,495
8,security/src/main/java/org/apache/hadoop/hbase/security/access/Permission,0,226
9,security/src/main/java/org/apache/hadoop/hbase/security/access/TableAuthManager,0,507
10,security/src/main/java/org/apache/hadoop/hbase/security/access/TablePermission,0,262
11,security/src/main/java/org/apache/hadoop/hbase/security/access/UserPermission,0,83
12,security/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher,0,185
13,security/src/main/java/org/apache/hadoop/hbase/security/AccessDeniedException,0,20
14,security/src/main/java/org/apache/hadoop/hbase/security/HBasePolicyProvider,0,27
15,security/src/main/java/org/apache/hadoop/hbase/security/HBaseSaslRpcClient,0,259
16,security/src/main/java/org/apache/hadoop/hbase/security/HBaseSaslRpcServer,0,69
17,security/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationKey,0,101
18,security/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationProtocol,0,0
19,security/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationTokenIdentifier,0,150
20,security/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationTokenSecretManager,2,305
21,security/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationTokenSelector,0,22
22,security/src/main/java/org/apache/hadoop/hbase/security/token/TokenProvider,0,77
23,security/src/main/java/org/apache/hadoop/hbase/security/token/TokenUtil,0,185
24,security/src/main/java/org/apache/hadoop/hbase/security/token/ZKSecretWatcher,0,318
25,security/src/test/java/org/apache/hadoop/hbase/security/access/SecureTestUtil,0,24
26,security/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessControlFilter,0,121
27,security/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController,3,1081
28,security/src/test/java/org/apache/hadoop/hbase/security/access/TestTablePermissions,0,584
29,security/src/test/java/org/apache/hadoop/hbase/security/access/TestZKPermissionsWatcher,0,185
30,security/src/test/java/org/apache/hadoop/hbase/security/token/TestTokenAuthentication,0,67
31,security/src/test/java/org/apache/hadoop/hbase/security/token/TestZKSecretWatcher,0,331
32,src/examples/mapreduce/org/apache/hadoop/hbase/mapreduce/IndexBuilder,0,0
33,src/examples/mapreduce/org/apache/hadoop/hbase/mapreduce/SampleUploader,0,0
35,src/examples/thrift/DemoClient,0,0
37,src/examples/thrift2/DemoClient,0,0
39,src/main/java/org/apache/hadoop/hbase/Abortable,0,0
40,src/main/java/org/apache/hadoop/hbase/avro/AvroServer,0,76
41,src/main/java/org/apache/hadoop/hbase/avro/AvroUtil,0,566
42,src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker,5,514
43,src/main/java/org/apache/hadoop/hbase/catalog/MetaEditor,0,266
44,src/main/java/org/apache/hadoop/hbase/catalog/MetaMigrationRemovingHTD,0,185
45,src/main/java/org/apache/hadoop/hbase/catalog/MetaReader,0,428
46,src/main/java/org/apache/hadoop/hbase/catalog/RootLocationEditor,0,36
47,src/main/java/org/apache/hadoop/hbase/Chore,0,82
48,src/main/java/org/apache/hadoop/hbase/client/AbstractClientScanner,0,7
49,src/main/java/org/apache/hadoop/hbase/client/Action,0,66
50,src/main/java/org/apache/hadoop/hbase/client/Append,0,148
51,src/main/java/org/apache/hadoop/hbase/client/Attributes,0,0
52,src/main/java/org/apache/hadoop/hbase/client/ClientScanner,1,371
53,src/main/java/org/apache/hadoop/hbase/client/ConnectionUtils,0,17
54,src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient,1,313
55,src/main/java/org/apache/hadoop/hbase/client/coprocessor/Batch,0,45
56,src/main/java/org/apache/hadoop/hbase/client/coprocessor/Exec,0,114
57,src/main/java/org/apache/hadoop/hbase/client/coprocessor/ExecResult,2,36
58,src/main/java/org/apache/hadoop/hbase/client/coprocessor/LongColumnInterpreter,0,159
59,src/main/java/org/apache/hadoop/hbase/client/coprocessor/package-info,0,0
60,src/main/java/org/apache/hadoop/hbase/client/Delete,0,252
61,src/main/java/org/apache/hadoop/hbase/client/Get,0,376
62,src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin,6,1355
63,src/main/java/org/apache/hadoop/hbase/client/HConnection,2,0
64,src/main/java/org/apache/hadoop/hbase/client/HConnectionManager,18,202
65,src/main/java/org/apache/hadoop/hbase/client/HTable,4,902
66,src/main/java/org/apache/hadoop/hbase/client/HTableFactory,0,17
67,src/main/java/org/apache/hadoop/hbase/client/HTableInterface,1,0
68,src/main/java/org/apache/hadoop/hbase/client/HTableInterfaceFactory,0,0
69,src/main/java/org/apache/hadoop/hbase/client/HTablePool,0,165
70,src/main/java/org/apache/hadoop/hbase/client/HTableUtil,0,77
71,src/main/java/org/apache/hadoop/hbase/client/Increment,0,307
72,src/main/java/org/apache/hadoop/hbase/client/IsolationLevel,0,45
73,src/main/java/org/apache/hadoop/hbase/client/MetaScanner,0,217
74,src/main/java/org/apache/hadoop/hbase/client/metrics/ScanMetrics,0,147
75,src/main/java/org/apache/hadoop/hbase/client/MultiAction,0,103
76,src/main/java/org/apache/hadoop/hbase/client/MultiPut,0,240
77,src/main/java/org/apache/hadoop/hbase/client/MultiPutResponse,0,56
78,src/main/java/org/apache/hadoop/hbase/client/MultiResponse,0,157
79,src/main/java/org/apache/hadoop/hbase/client/Mutation,0,159
80,src/main/java/org/apache/hadoop/hbase/client/NoServerForRegionException,0,7
81,src/main/java/org/apache/hadoop/hbase/client/Operation,0,27
82,src/main/java/org/apache/hadoop/hbase/client/OperationWithAttributes,0,119
83,src/main/java/org/apache/hadoop/hbase/client/package-info,0,0
84,src/main/java/org/apache/hadoop/hbase/client/Put,0,408
85,src/main/java/org/apache/hadoop/hbase/client/RegionOfflineException,0,7
86,src/main/java/org/apache/hadoop/hbase/client/replication/ReplicationAdmin,0,95
87,src/main/java/org/apache/hadoop/hbase/client/Result,3,616
88,src/main/java/org/apache/hadoop/hbase/client/ResultScanner,0,0
89,src/main/java/org/apache/hadoop/hbase/client/RetriesExhaustedException,0,61
90,src/main/java/org/apache/hadoop/hbase/client/RetriesExhaustedWithDetailsException,2,156
91,src/main/java/org/apache/hadoop/hbase/client/Row,0,0
92,src/main/java/org/apache/hadoop/hbase/client/RowLock,0,22
93,src/main/java/org/apache/hadoop/hbase/client/RowMutations,0,111
94,src/main/java/org/apache/hadoop/hbase/client/Scan,0,616
95,src/main/java/org/apache/hadoop/hbase/client/ScannerCallable,1,186
96,src/main/java/org/apache/hadoop/hbase/client/ScannerTimeoutException,0,7
97,src/main/java/org/apache/hadoop/hbase/client/ServerCallable,0,201
98,src/main/java/org/apache/hadoop/hbase/client/UnmodifyableHColumnDescriptor,0,41
99,src/main/java/org/apache/hadoop/hbase/client/UnmodifyableHRegionInfo,0,14
100,src/main/java/org/apache/hadoop/hbase/client/UnmodifyableHTableDescriptor,0,63
101,src/main/java/org/apache/hadoop/hbase/ClockOutOfSyncException,0,4
102,src/main/java/org/apache/hadoop/hbase/ClusterStatus,3,348
103,src/main/java/org/apache/hadoop/hbase/constraint/BaseConstraint,0,3
104,src/main/java/org/apache/hadoop/hbase/constraint/Constraint,0,0
105,src/main/java/org/apache/hadoop/hbase/constraint/ConstraintException,0,12
106,src/main/java/org/apache/hadoop/hbase/constraint/ConstraintProcessor,0,62
107,src/main/java/org/apache/hadoop/hbase/constraint/Constraints,1,348
108,src/main/java/org/apache/hadoop/hbase/constraint/package-info,0,0
109,src/main/java/org/apache/hadoop/hbase/Coprocessor,0,0
110,src/main/java/org/apache/hadoop/hbase/coprocessor/AggregateImplementation,0,385
111,src/main/java/org/apache/hadoop/hbase/coprocessor/AggregateProtocol,0,0
112,src/main/java/org/apache/hadoop/hbase/coprocessor/BaseEndpointCoprocessor,0,24
113,src/main/java/org/apache/hadoop/hbase/coprocessor/BaseMasterObserver,0,137
114,src/main/java/org/apache/hadoop/hbase/coprocessor/BaseRegionObserver,0,165
115,src/main/java/org/apache/hadoop/hbase/coprocessor/ColumnInterpreter,0,0
116,src/main/java/org/apache/hadoop/hbase/coprocessor/CoprocessorException,0,20
117,src/main/java/org/apache/hadoop/hbase/coprocessor/CoprocessorHost,3,413
118,src/main/java/org/apache/hadoop/hbase/coprocessor/MasterCoprocessorEnvironment,0,0
119,src/main/java/org/apache/hadoop/hbase/coprocessor/MasterObserver,0,0
120,src/main/java/org/apache/hadoop/hbase/coprocessor/MultiRowMutationEndpoint,0,42
121,src/main/java/org/apache/hadoop/hbase/coprocessor/MultiRowMutationProtocol,0,0
122,src/main/java/org/apache/hadoop/hbase/coprocessor/ObserverContext,0,32
123,src/main/java/org/apache/hadoop/hbase/coprocessor/package-info,0,0
124,src/main/java/org/apache/hadoop/hbase/coprocessor/RegionCoprocessorEnvironment,0,0
125,src/main/java/org/apache/hadoop/hbase/coprocessor/RegionObserver,0,0
126,src/main/java/org/apache/hadoop/hbase/coprocessor/WALCoprocessorEnvironment,0,0
127,src/main/java/org/apache/hadoop/hbase/coprocessor/WALObserver,0,0
128,src/main/java/org/apache/hadoop/hbase/CoprocessorEnvironment,0,0
129,src/main/java/org/apache/hadoop/hbase/DoNotRetryIOException,0,12
130,src/main/java/org/apache/hadoop/hbase/DroppedSnapshotException,0,7
131,src/main/java/org/apache/hadoop/hbase/EmptyWatcher,0,10
132,src/main/java/org/apache/hadoop/hbase/executor/EventHandler,0,101
133,src/main/java/org/apache/hadoop/hbase/executor/ExecutorService,1,210
134,src/main/java/org/apache/hadoop/hbase/executor/RegionTransitionData,0,125
135,src/main/java/org/apache/hadoop/hbase/filter/BinaryComparator,0,16
136,src/main/java/org/apache/hadoop/hbase/filter/BinaryPrefixComparator,0,23
137,src/main/java/org/apache/hadoop/hbase/filter/BitComparator,0,72
138,src/main/java/org/apache/hadoop/hbase/filter/ColumnCountGetFilter,0,83
139,src/main/java/org/apache/hadoop/hbase/filter/ColumnPaginationFilter,0,107
140,src/main/java/org/apache/hadoop/hbase/filter/ColumnPrefixFilter,0,108
141,src/main/java/org/apache/hadoop/hbase/filter/ColumnRangeFilter,0,199
142,src/main/java/org/apache/hadoop/hbase/filter/CompareFilter,0,134
143,src/main/java/org/apache/hadoop/hbase/filter/DependentColumnFilter,0,224
144,src/main/java/org/apache/hadoop/hbase/filter/FamilyFilter,0,33
145,src/main/java/org/apache/hadoop/hbase/filter/Filter,0,0
146,src/main/java/org/apache/hadoop/hbase/filter/FilterBase,0,37
147,src/main/java/org/apache/hadoop/hbase/filter/FilterList,0,370
148,src/main/java/org/apache/hadoop/hbase/filter/FirstKeyOnlyFilter,0,36
149,src/main/java/org/apache/hadoop/hbase/filter/InclusiveStopFilter,0,72
150,src/main/java/org/apache/hadoop/hbase/filter/IncompatibleFilterException,0,7
151,src/main/java/org/apache/hadoop/hbase/filter/InvalidRowFilterException,0,7
152,src/main/java/org/apache/hadoop/hbase/filter/KeyOnlyFilter,0,37
153,src/main/java/org/apache/hadoop/hbase/filter/MultipleColumnPrefixFilter,0,193
154,src/main/java/org/apache/hadoop/hbase/filter/NullComparator,0,24
155,src/main/java/org/apache/hadoop/hbase/filter/package-info,0,0
156,src/main/java/org/apache/hadoop/hbase/filter/PageFilter,0,88
157,src/main/java/org/apache/hadoop/hbase/filter/ParseConstants,0,138
158,src/main/java/org/apache/hadoop/hbase/filter/ParseFilter,0,985
159,src/main/java/org/apache/hadoop/hbase/filter/PrefixFilter,0,82
160,src/main/java/org/apache/hadoop/hbase/filter/QualifierFilter,0,31
161,src/main/java/org/apache/hadoop/hbase/filter/RandomRowFilter,0,73
162,src/main/java/org/apache/hadoop/hbase/filter/RegexStringComparator,0,62
163,src/main/java/org/apache/hadoop/hbase/filter/RowFilter,0,44
164,src/main/java/org/apache/hadoop/hbase/filter/SingleColumnValueExcludeFilter,0,45
165,src/main/java/org/apache/hadoop/hbase/filter/SingleColumnValueFilter,0,278
166,src/main/java/org/apache/hadoop/hbase/filter/SkipFilter,0,92
167,src/main/java/org/apache/hadoop/hbase/filter/SubstringComparator,0,40
168,src/main/java/org/apache/hadoop/hbase/filter/TimestampsFilter,0,154
169,src/main/java/org/apache/hadoop/hbase/filter/ValueFilter,0,30
170,src/main/java/org/apache/hadoop/hbase/filter/WhileMatchFilter,0,111
171,src/main/java/org/apache/hadoop/hbase/filter/WritableByteArrayComparable,0,31
172,src/main/java/org/apache/hadoop/hbase/fs/HFileSystem,5,89
173,src/main/java/org/apache/hadoop/hbase/HBaseConfiguration,2,72
174,src/main/java/org/apache/hadoop/hbase/HColumnDescriptor,2,735
175,src/main/java/org/apache/hadoop/hbase/HConstants,3,98
176,src/main/java/org/apache/hadoop/hbase/HDFSBlocksDistribution,0,132
177,src/main/java/org/apache/hadoop/hbase/HRegionInfo,8,854
178,src/main/java/org/apache/hadoop/hbase/HRegionLocation,0,91
179,src/main/java/org/apache/hadoop/hbase/HServerAddress,0,172
180,src/main/java/org/apache/hadoop/hbase/HServerInfo,0,141
181,src/main/java/org/apache/hadoop/hbase/HServerLoad,1,300
182,src/main/java/org/apache/hadoop/hbase/HTableDescriptor,0,1155
183,src/main/java/org/apache/hadoop/hbase/InvalidFamilyOperationException,0,11
184,src/main/java/org/apache/hadoop/hbase/io/CodeToClassAndBack,0,16
185,src/main/java/org/apache/hadoop/hbase/io/DataOutputOutputStream,0,30
186,src/main/java/org/apache/hadoop/hbase/io/DoubleOutputStream,0,49
187,src/main/java/org/apache/hadoop/hbase/io/encoding/BufferedDataBlockEncoder,0,54
188,src/main/java/org/apache/hadoop/hbase/io/encoding/CompressionState,0,94
189,src/main/java/org/apache/hadoop/hbase/io/encoding/CopyKeyDataBlockEncoder,0,48
190,src/main/java/org/apache/hadoop/hbase/io/encoding/DataBlockEncoder,0,0
191,src/main/java/org/apache/hadoop/hbase/io/encoding/DataBlockEncoding,0,196
192,src/main/java/org/apache/hadoop/hbase/io/encoding/DiffKeyDeltaEncoder,0,225
193,src/main/java/org/apache/hadoop/hbase/io/encoding/EncodedDataBlock,0,125
194,src/main/java/org/apache/hadoop/hbase/io/encoding/EncoderBufferTooSmallException,0,4
195,src/main/java/org/apache/hadoop/hbase/io/encoding/FastDiffDeltaEncoder,0,229
196,src/main/java/org/apache/hadoop/hbase/io/encoding/PrefixKeyDeltaEncoder,0,131
197,src/main/java/org/apache/hadoop/hbase/io/HalfStoreFileReader,1,37
198,src/main/java/org/apache/hadoop/hbase/io/HbaseMapWritable,0,224
199,src/main/java/org/apache/hadoop/hbase/io/HbaseObjectWritable,4,828
200,src/main/java/org/apache/hadoop/hbase/io/HeapSize,0,0
201,src/main/java/org/apache/hadoop/hbase/io/hfile/AbstractHFileReader,0,146
202,src/main/java/org/apache/hadoop/hbase/io/hfile/AbstractHFileWriter,0,168
203,src/main/java/org/apache/hadoop/hbase/io/hfile/BlockCache,0,0
204,src/main/java/org/apache/hadoop/hbase/io/hfile/BlockCacheColumnFamilySummary,0,182
205,src/main/java/org/apache/hadoop/hbase/io/hfile/BlockCacheKey,0,101
206,src/main/java/org/apache/hadoop/hbase/io/hfile/BlockType,0,248
207,src/main/java/org/apache/hadoop/hbase/io/hfile/BoundedRangeFileInputStream,0,151
208,src/main/java/org/apache/hadoop/hbase/io/hfile/Cacheable,0,0
209,src/main/java/org/apache/hadoop/hbase/io/hfile/CacheableDeserializer,0,0
210,src/main/java/org/apache/hadoop/hbase/io/hfile/CacheConfig,0,240
211,src/main/java/org/apache/hadoop/hbase/io/hfile/CachedBlock,0,85
