node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
0,activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,"[0.0, 3.0, 44.0, 1.0, 0.0, 1.0, 0.0, 3.0, 1.0, 3.0, 0.0, 0.0, 1.0, 3.0, 19.0, 1.0, 3.0, 3.0, 12.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 12.0, 19.0, 3.0, 1.0, 6.0, 15.0, 1.0, 11.0, 0.0, 3.0, 1.0, 33.0, 2.0, 0.0, 3.0, 2.0, 4.0, 2.66666666666667, 2.0, 2.0, 1.33333333333333, 1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.977272727272727, 0.0]","[-3.0016782, -3.0016782]","[-1.5282811, -1.5282811]",0
1,activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory.java,"[0.0, 4.0, 55.0, 2.0, 0.0, 1.0, 0.0, 5.0, 1.0, 4.0, 0.0, 0.0, 1.0, 4.0, 24.0, 1.0, 4.0, 5.0, 14.0, 1.0, 1.0, 2.0, 3.0, 7.0, 5.0, 4.0, 14.0, 25.0, 5.0, 0.96, 6.0, 19.0, 2.0, 13.0, 0.0, 4.0, 1.0, 50.0, 4.0, 0.0, 3.0, 2.0, 2.0, 1.25, 0.0, 5.0, 2.0, 1.0, 2.0, 1.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.981818181818182, 0.0]","[-3.0016782, -3.0016782, -3.0016782, -1.1772084, -0.31166878, -3.1858563]","[-1.5282811, -1.5282811, -1.5282811, -1.5547423, -1.5547423, -1.8812244, -1.5547423]",0
2,activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,"[0.0, 3.0, 162.0, 4.0, 0.0, 1.0, 0.0, 26.0, 1.0, 4.0, 0.0, 0.0, 1.0, 21.0, 34.0, 1.0, 21.0, 26.0, 46.0, 2.0, 4.0, 4.0, 19.0, 34.0, 26.0, 21.0, 46.0, 102.0, 29.0, 0.33, 26.0, 75.0, 4.0, 48.0, 0.0, 21.0, 1.0, 88.0, 1.0, 2.0, 5.0, 3.0, 7.0, 1.9047619047619, 0.0, 5.0, 1.71428571428571, 1.0, 6.0, 1.33333333333333, 1.0, 2.0, 0.347826086956522, 0.0, 1.0, 1.0, 1.0, 4.0, 1.0, 0.919753086419753, 1.0]","[-3.0016782, -3.315431, -3.0016782, -4.3320003, -3.0016782, -0.32835445, -3.0016782, -3.209057, -3.0016782, -3.1782646, -3.0016782, -3.1782646, -3.0016782, -0.32835445, -3.0016782, -3.1782646, -3.0016782, -3.1782646, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -0.6439806, -3.1858563, -0.6439806, -1.3970273, -3.1858563, -3.1782646, -1.3970273, -3.0016782, -0.31166878, -3.1858563, -3.2981749, -3.1858563, -0.31166878, -3.1858563, -3.1782646]","[-1.5282811, -1.5547423, -1.5282811, -1.5547423, -1.5282811, -1.5547423, -1.5282811, -1.5547423, -1.5282811, -2.3472905, -1.5282811, -2.3472905, -1.5282811, -1.5547423, -1.5282811, -2.3472905, -1.5282811, -2.3472905, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5547423, -1.8812244, -1.5547423, -1.5547423, -1.5547423, -1.8812244, -2.3472905, -1.5547423, -1.5282811, -1.5547423, -1.8812244, -1.5547423, -1.8812244, -1.5547423, -1.8812244, -2.3472905]",0
3,activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageConsumer.java,"[0.0, 6.0, 173.0, 6.0, 0.0, 1.0, 0.0, 31.0, 2.0, 6.0, 0.0, 0.0, 2.0, 17.0, 26.0, 2.0, 17.0, 30.0, 46.0, 4.0, 9.0, 6.0, 13.0, 59.0, 30.0, 21.0, 46.0, 126.0, 44.0, 0.21, 21.0, 90.0, 6.0, 62.0, 0.0, 17.0, 2.0, 84.0, 1.0, 2.0, 3.0, 2.0, 8.0, 2.88235294117647, 0.0, 6.0, 2.64705882352941, 0.0, 7.0, 1.82352941176471, 1.0, 3.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.890173410404624, 0.0]","[-3.0016782, -3.1858563, -3.5289004, -3.1858563, -3.189426, -3.1858563, -3.189426, -3.1782646, -3.1782646, -3.2883303, -3.0016782, -3.0016782, -3.1858563, -4.3320003, -3.0016782, 0.80083996, -4.7240567, -4.7923064, -3.0016782, 0.80083996, -4.7240567, -4.7923064, -3.0016782, 0.80083996, -3.1979685, -4.7923064, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.5289004, -3.1858563, -3.6128864, -3.1782646, -3.1782646, -3.2883303, -3.0016782, -3.1858563, -0.8518358, -3.0016782, -3.5289004, -4.3320003, -3.0016782, -4.7923064, -1.055436, -2.0445952, -3.6128864, -3.1782646, -3.1782646, -3.2883303, -3.0016782, -3.1858563, -3.1782646]","[-1.5282811, -1.8812244, -2.2020411, -1.8812244, -1.5547423, -1.8812244, -1.5547423, -2.3472905, -2.3472905, -1.5547423, -1.5282811, -1.5282811, -1.8812244, -1.5547423, -1.5282811, -1.5547423, -1.5547423, -1.5547423, -1.5282811, -1.5547423, -1.5547423, -1.5547423, -1.5282811, -1.5547423, -1.5547423, -1.5547423, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811, -2.2020411, -1.8812244, -1.5547423, -1.5547423, -2.3472905, -2.3472905, -1.5547423, -1.5282811, -1.8812244, -1.5547423, -1.5547423, -1.5282811, -2.2020411, -1.5547423, -1.5282811, -1.5547423, -1.5547423, -1.5547423, -1.5547423, -2.3472905, -2.3472905, -1.5547423, -1.5282811, -1.8812244, -2.3472905]",0
4,activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,"[0.0, 8.0, 106.0, 4.0, 0.0, 1.0, 0.0, 15.0, 3.0, 8.0, 0.0, 0.0, 3.0, 6.0, 23.0, 1.0, 6.0, 15.0, 27.0, 1.0, 4.0, 4.0, 5.0, 34.0, 15.0, 6.0, 27.0, 72.0, 25.0, 0.32, 11.0, 52.0, 4.0, 39.0, 0.0, 6.0, 3.0, 54.0, 2.0, 2.0, 3.0, 1.0, 10.0, 4.5, 1.0, 7.0, 3.16666666666667, 0.0, 6.0, 2.83333333333333, 1.0, 2.0, 1.125, 0.0, 2.0, 2.0, 2.0, 5.0, 3.0, 0.783018867924528, 0.5]","[-3.5289004, -3.6806436, -3.1782646, -3.1782646, -3.2883303, -3.0016782, -3.0016782, -3.0016782, -3.1858563, -3.5289004, -3.189426, -3.1782646, -3.1782646, -3.2883303, -3.0016782, -3.1858563, -0.28726152, -3.1782646, -3.5289004, -0.8518358, -1.7358937, -3.1782646, -3.1782646, -3.2883303, -3.0016782, -3.1858563, -3.1782646]","[-2.2020411, -1.5547423, -2.3472905, -2.3472905, -1.5547423, -1.5282811, -1.5282811, -1.5282811, -1.8812244, -2.2020411, -1.5547423, -2.3472905, -2.3472905, -1.5547423, -1.5282811, -1.8812244, -1.5547423, -2.3472905, -2.2020411, -1.5547423, -1.5547423, -1.5547423, -1.5547423, -2.3472905, -2.3472905, -1.5547423, -1.5282811, -1.8812244, -2.3472905]",0
5,activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueue.java,"[0.0, 3.0, 48.0, 1.0, 0.0, 1.0, 0.0, 4.0, 1.0, 3.0, 0.0, 0.0, 1.0, 4.0, 21.0, 1.0, 4.0, 4.0, 11.0, 0.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 11.0, 20.0, 4.0, 1.05, 7.0, 15.0, 1.0, 10.0, 0.0, 4.0, 1.0, 0.0, 2.0, 0.0, 3.0, 2.0, 2.0, 1.0, 0.0, 3.0, 2.5, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.916666666666667, 0.0]","[-3.0016782, -1.3970273, -3.0016782, -0.32835445, -3.0016782, -0.32835445]","[-1.5282811, -1.5547423, -1.5282811, -1.5547423, -1.5282811, -1.5547423]",0
6,activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueReceiver.java,"[0.0, 3.0, 49.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 7.0, 0.0, 3.0, 1.0, 2.0, 29.0, 1.0, 2.0, 2.0, 9.0, 0.0, 0.0, 1.0, 2.0, 3.0, 2.0, 2.0, 9.0, 14.0, 3.0, 2.07, 6.0, 12.0, 1.0, 9.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 2.0, 2.0, 4.0, 2.0, 0.0, 3.0, 2.5, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.92, 0.0]","[-3.0016782, -3.2596414]","[-1.5282811, -1.5547423]",0
7,activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueSender.java,"[0.0, 3.0, 91.0, 1.0, 0.0, 1.0, 0.0, 4.0, 1.0, 12.0, 0.0, 9.0, 1.0, 4.0, 60.0, 1.0, 4.0, 4.0, 12.0, 0.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 12.0, 21.0, 4.0, 2.86, 10.0, 16.0, 1.0, 11.0, 0.0, 4.0, 1.0, 0.0, 3.0, 0.0, 2.0, 2.0, 5.0, 2.75, 0.0, 2.0, 1.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.626373626373626, 0.0]","[-3.0016782, -3.0016782, -3.0016782]","[-1.5282811, -1.5282811, -1.5282811]",0
8,activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopic.java,"[0.0, 3.0, 49.0, 1.0, 0.0, 1.0, 0.0, 4.0, 1.0, 3.0, 0.0, 0.0, 1.0, 4.0, 21.0, 1.0, 4.0, 4.0, 11.0, 0.0, 0.0, 1.0, 4.0, 4.0, 4.0, 4.0, 11.0, 19.0, 4.0, 1.11, 9.0, 15.0, 1.0, 10.0, 0.0, 4.0, 1.0, 0.0, 2.0, 0.0, 3.0, 2.0, 4.0, 1.5, 0.0, 3.0, 2.5, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.94, 0.0]","[-3.0016782, -1.3970273, -3.0016782, -0.32835445, -3.0016782, -0.32835445]","[-1.5282811, -1.5547423, -1.5282811, -1.5547423, -1.5282811, -1.5547423]",0
9,activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopicPublisher.java,"[0.0, 3.0, 146.0, 1.0, 0.0, 1.0, 0.0, 6.0, 1.0, 16.0, 0.0, 13.0, 1.0, 6.0, 102.0, 1.0, 6.0, 6.0, 16.0, 0.0, 0.0, 1.0, 6.0, 6.0, 6.0, 6.0, 14.0, 29.0, 6.0, 3.52, 15.0, 20.0, 1.0, 13.0, 0.0, 6.0, 1.0, 0.0, 3.0, 0.0, 2.0, 2.0, 5.0, 2.66666666666667, 0.0, 2.0, 1.33333333333333, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.958904109589041, 0.0]","[-3.0016782, -3.0016782, -3.0016782, -3.0016782, -3.0016782]","[-1.5282811, -1.5282811, -1.5282811, -1.5282811, -1.5282811]",0
