cfg_id,class_name,label,num_nodes
0,ant/src/org/apache/hadoop/hive/ant/DistinctElementsClassPath,0,48
1,ant/src/org/apache/hadoop/hive/ant/GetVersionPref,0,51
2,ant/src/org/apache/hadoop/hive/ant/QTestGenTask,1,417
3,builtins/src/org/apache/hive/builtins/BuiltinUtils,0,3
4,builtins/src/org/apache/hive/builtins/UDAFUnionMap,0,8
5,cli/src/java/org/apache/hadoop/hive/cli/CliDriver,1,970
6,cli/src/java/org/apache/hadoop/hive/cli/CliSessionState,0,76
7,cli/src/java/org/apache/hadoop/hive/cli/OptionsProcessor,0,205
8,cli/src/java/org/apache/hadoop/hive/cli/RCFileCat,1,216
9,cli/src/test/org/apache/hadoop/hive/cli/TestCliDriverMethods,1,73
10,common/src/java/org/apache/hadoop/hive/common/classification/InterfaceAudience,0,3
11,common/src/java/org/apache/hadoop/hive/common/classification/InterfaceStability,0,3
12,common/src/java/org/apache/hadoop/hive/common/cli/CommonCliOptions,0,86
13,common/src/java/org/apache/hadoop/hive/common/CompressionUtils,1,47
14,common/src/java/org/apache/hadoop/hive/common/FileUtils,2,259
15,common/src/java/org/apache/hadoop/hive/common/HiveInterruptCallback,0,0
16,common/src/java/org/apache/hadoop/hive/common/HiveInterruptUtils,0,59
17,common/src/java/org/apache/hadoop/hive/common/io/CachingPrintStream,0,31
18,common/src/java/org/apache/hadoop/hive/common/io/NonSyncByteArrayInputStream,0,109
19,common/src/java/org/apache/hadoop/hive/common/io/NonSyncByteArrayOutputStream,0,91
20,common/src/java/org/apache/hadoop/hive/common/JavaUtils,0,10
21,common/src/java/org/apache/hadoop/hive/common/LogUtils,0,18
22,common/src/java/org/apache/hadoop/hive/common/metrics/Metrics,0,149
23,common/src/java/org/apache/hadoop/hive/common/metrics/MetricsMBean,0,0
24,common/src/java/org/apache/hadoop/hive/common/metrics/MetricsMBeanImpl,0,212
25,common/src/java/org/apache/hadoop/hive/common/ServerUtils,0,34
26,common/src/java/org/apache/hadoop/hive/conf/HiveConf,12,625
27,common/src/test/org/apache/hadoop/hive/conf/TestHiveConf,0,93
28,contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextInputFormat,0,67
29,contrib/src/java/org/apache/hadoop/hive/contrib/fileformat/base64/Base64TextOutputFormat,0,3
30,contrib/src/java/org/apache/hadoop/hive/contrib/genericudf/example/GenericUDFDBOutput,0,172
31,contrib/src/java/org/apache/hadoop/hive/contrib/metastore/hooks/TestURLHook,0,19
