node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
0,org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,"[3.0, 1.0, 0.0, 10.0, 18.0, 3.0, 1.0, 9.0, 1.0, 1.1, 106.0, 0.0, 0.0, 0.0, 0.444444444, 0.0, 0.0, 32.66666667, 1.0, 0.6667, 42.0, 68.0, 172.0, 104.0]","[3.667706, 3.0027938, 3.997437, 3.3794541, 3.6989863, 3.997437, 3.3794541, 3.997437, 3.3794541, 3.997437, 3.3794541, 3.997437, 3.3794541, 3.997437, 3.3794541, 0.002856659, 3.667706, 4.0481896, 3.7657475]","[1.0904866, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.1263736, 1.1534504, 1.1263736, 1.1534504, 1.1263736, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.1534504]",0
1,org.apache.tools.ant.taskdefs.optional.perforce.FStatP4OutputHandler,"[5.0, 2.0, 0.0, 4.0, 13.0, 0.0, 1.0, 4.0, 4.0, 0.625, 76.0, 1.0, 1.0, 0.7, 0.5, 0.0, 0.0, 13.4, 1.0, 0.6, 76.0, 0.0, 76.0, 0.0]","[3.667706, 3.997437, 2.3499901, 0.84602666, 3.3228877, 3.997437, 2.3499901, 0.84602666, 3.3228877, 4.1834364, 1.0260828, 3.667706, 3.667706]","[1.0904866, 1.1263736, 1.1534504, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.0904866]",0
2,org.apache.tools.ant.taskdefs.optional.junit.OutErrSummaryJUnitResultFormatter,"[1.0, 2.0, 0.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 2.0, 7.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 6.0, 0.0, 0.0, 7.0, 0.0, 7.0, 0.0]",[-0.36407796],[1.1534504],0
3,org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter,"[8.0, 1.0, 9.0, 13.0, 20.0, 12.0, 9.0, 4.0, 8.0, 0.8, 101.0, 0.2, 1.0, 0.0, 0.40625, 0.0, 0.0, 11.0, 1.0, 0.875, 101.0, 0.0, 101.0, 0.0]","[3.667706, 3.667706, 3.667706, 3.997437, 3.6989863, 4.3957114, 1.22951, -0.33609968, 2.4578083, 3.667706, 1.4505739, 3.667706, 3.667706, 3.667706]","[1.0904866, 1.0904866, 1.0904866, 1.1263736, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.0904866]",0
4,org.apache.tools.ant.taskdefs.WaitFor,"[9.0, 3.0, 0.0, 5.0, 26.0, 16.0, 0.0, 5.0, 7.0, 0.75, 185.0, 1.0, 0.0, 0.8, 0.388888889, 0.0, 0.0, 19.0, 2.0, 1.0, 78.0, 65.0, 227.0, 74.0]","[3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.997437, 1.3541936, 3.7492502, 2.6158624, 3.997437, 1.3541936, 3.7492502, 2.6158624, -0.19695656, 3.9900591, 4.812084, 3.6177409, 4.346442, 3.6177409, 3.997437, 1.0400072, 4.812084, 1.0967343, 3.667706, 4.1834364, 2.6158624, 3.667706, 4.1834364, 2.6158624, 3.997437, 4.402496, 1.6582623, 3.7815053, 3.7815053, 3.7815053, 3.7815053, 3.7815053, 3.7815053, 3.667706, 3.7229762, 3.0027938, 3.9595325, 1.5214181, 3.667706]","[1.0904866, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.1263736, 1.1534504, 1.2840823, 1.1534504, 1.1263736, 1.1534504, 1.2840823, 1.1534504, 1.1534504, 1.1534504, 1.2769103, 1.1534504, 1.5908221, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.2769103, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866]",1
5,org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantCPInfo,"[3.0, 2.0, 5.0, 7.0, 4.0, 1.0, 6.0, 1.0, 2.0, 0.5, 16.0, 1.0, 0.0, 0.75, 0.555555556, 0.0, 0.0, 4.0, 1.0, 0.6667, 16.0, 0.0, 16.0, 0.0]","[3.667706, 3.667706]","[1.0904866, 1.0904866]",0
6,org.apache.tools.zip.AsiExtraField,"[20.0, 1.0, 0.0, 4.0, 40.0, 130.0, 0.0, 4.0, 18.0, 0.736842105, 345.0, 1.0, 1.0, 0.0, 0.284210526, 0.0, 0.0, 15.9, 3.0, 1.15, 106.0, 308.0, 839.0, 665.0]","[3.667706, 3.667706, -0.2754832, 4.3957114, 3.667706, 0.29514456, 3.667706, 0.29514456, 3.7229762, 3.496187, 4.3957114, 1.397464, -0.2754832, 4.3957114, 3.496187, 4.3957114, 3.496187, 4.3957114, -0.25433537, 3.496187, 4.3957114, 3.496187, 1.9816684, 0.1936682, 3.7229762, 3.496187, 4.3957114, 3.496187, 3.667706, 0.78232855, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 1.397464, 3.667706, 3.667706, -0.2754832, 3.6989863, 3.667706, 1.397464, 3.667706, 3.667706, 1.397464, 3.667706, 3.667706, 3.7229762, 3.496187, 1.9816684, 0.1936682, 3.7229762, 3.997437, 3.7492502, 1.4381703, 1.4381703, 3.7229762, 3.7229762, 3.7229762, 3.7229762, 3.997437, 3.496187, 0.8333896, 0.623584, 3.667706, 3.997437, 3.997437, 4.044166]","[1.0904866, 1.0904866, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.0904866, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.1534504, 1.1534504, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.1534504, 1.0904866, 1.1534504, 1.0904866, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1263736, 1.2840823, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.1263736, 1.1534504, 1.1263736, 1.1534504]",1
7,org.apache.tools.ant.types.resources.selectors.Date,"[13.0, 1.0, 0.0, 7.0, 28.0, 20.0, 2.0, 5.0, 12.0, 0.80952381, 183.0, 1.0, 2.0, 0.0, 0.3, 0.0, 0.0, 12.53846154, 7.0, 1.3846, 183.0, 0.0, 183.0, 0.0]","[2.549029, 1.9566036, 3.667706, 3.667706, 1.5214181, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.997437, 3.7492502, 3.997437, 1.264621, 4.812084, 3.082916, 3.0389996, 3.997437, 3.7492502, 0.54739755, 3.7492502, 1.1739868, 2.7179418, 1.5214181]","[1.1534504, 1.1534504, 1.0904866, 1.0904866, 1.1534504, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.1263736, 1.2840823, 1.1263736, 1.1534504, 1.2769103, 1.1534504, 1.1534504, 1.1263736, 1.2840823, 1.1534504, 1.2840823, 1.1534504, 1.1534504, 1.1534504]",0
8,org.apache.tools.ant.util.facade.FacadeTaskHelper,"[9.0, 1.0, 0.0, 5.0, 19.0, 8.0, 4.0, 1.0, 9.0, 0.53125, 119.0, 1.0, 0.0, 0.0, 0.518518519, 0.0, 0.0, 11.77777778, 3.0, 1.4444, 21.0, 54.0, 146.0, 62.0]","[3.667706, 3.667706, 3.667706, 3.667706, 3.667706, 3.6993532, 3.667706, 4.254372, 4.3894544, 3.6499667, 4.1007357, 3.9900591, -0.19381131, 1.7290336, 4.3894544, 3.6993532, 4.254372, 1.9778454, 3.667706]","[1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.0904866, 1.1534504, 1.0904866, 1.1534504, 1.5560267, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.5560267, 1.1534504, 1.1534504, 1.1534504, 1.0904866]",0
9,org.apache.tools.ant.types.selectors.DepthSelector,"[7.0, 5.0, 0.0, 9.0, 25.0, 0.0, 6.0, 3.0, 7.0, 0.666666667, 255.0, 0.0, 0.0, 0.863636364, 0.342857143, 2.0, 5.0, 34.85714286, 9.0, 3.1429, 108.0, 171.0, 408.0, 204.0]","[3.667706, 3.116709, 3.116709, 3.116709, 3.116709, 3.6754122, 3.667706, 3.667706, 3.667706, 3.997437, 4.3894544, 4.1663594, 3.997437, 3.548644, 4.812084, 1.3009657, 3.7229762, 2.5261066, 3.7229762, 3.997437, 3.548644, 4.812084, 1.3009657, 3.7229762, 2.5261066, 3.7229762, 2.5261066, 3.667706, 3.997437, 2.5261066, 3.997437, 2.5261066, 3.667706, 2.7501383, 4.2270117, 4.2270117, 4.346442, 2.296396, 3.4324374, 3.997437, 2.296396, 3.4324374, 3.997437, 3.3794541, 3.7492502, 3.997437, 3.997437, 2.296396, 3.7492502, 3.997437]","[1.0904866, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.0904866, 1.0904866, 1.1263736, 1.5560267, 1.1534504, 1.1263736, 1.1534504, 1.2769103, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.2769103, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.1534504, 1.0904866, 1.1263736, 1.1534504, 1.1263736, 1.1534504, 1.0904866, 1.1534504, 1.1534504, 1.1534504, 1.5908221, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.1534504, 1.1263736, 1.1534504, 1.2840823, 1.1263736, 1.1263736, 1.1534504, 1.2840823, 1.1263736]",0
