edge_srcName,edge_srcId,edge_dstName,edge_dstId
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,pdk/src/java/org/apache/hive/pdk/HivePdkUnitTest.java,226
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,pdk/src/java/org/apache/hive/pdk/HivePdkUnitTests.java,227
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,ql/src/java/org/apache/hadoop/hive/ql/exec/Description.java,263
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveException.java,481
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticException.java,593
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/AbstractGenericUDAFResolver.java,731
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFEvaluator.java,742
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/MapObjectInspector.java,1149
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java,1151
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspectorUtils.java,1154
builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,3,serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/TypeInfo.java,1254
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,common/src/java/org/apache/hadoop/hive/common/HiveInterruptUtils.java,14
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,common/src/java/org/apache/hadoop/hive/common/LogUtils.java,19
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,common/src/java/org/apache/hadoop/hive/common/io/CachingPrintStream.java,15
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,24
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/FieldSchema.java,111
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/CommandNeedRetryException.java,242
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/Driver.java,244
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java,291
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/exec/HadoopJobExecHelper.java,294
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java,363
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/parse/ParseDriver.java,579
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/parse/VariableSubstitution.java,599
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/processors/CommandProcessor.java,702
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/processors/CommandProcessorFactory.java,703
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java,720
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,service/src/java/org/apache/hadoop/hive/service/HiveClient.java,1288
cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,4,service/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/service/HiveServerException.java,1285
