node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
0,ant/src/org/apache/hadoop/hive/ant/GetVersionPref.java,"[0.0, 5.0, 94.0, 5.0, 0.0, 1.0, 0.0, 9.0, 2.0, 7.0, 0.0, 1.0, 2.0, 5.0, 39.0, 1.0, 5.0, 9.0, 19.0, 0.0, 2.0, 5.0, 5.0, 14.0, 9.0, 5.0, 18.0, 41.0, 11.0, 0.95, 14.0, 29.0, 5.0, 20.0, 0.0, 5.0, 2.0, 40.0, 2.0, 0.0, 0.0, 1.0, 3.0, 1.6, 1.0, 7.0, 2.2, 1.0, 8.0, 2.4, 1.0, 4.0, 0.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[-2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -3.084489, -3.208076, -3.084489, -3.208076, -3.0437105, -2.6152601, -1.9490143, -4.1880307, -1.9189757, -2.8802562, -3.208076, -3.1441407]","[0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 1.0410559, 1.1870086, 1.0410559, 1.1870086, 1.1707042, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.1870086, 0.8257]",0
1,ant/src/org/apache/hadoop/hive/ant/QTestGenTask.java,"[0.0, 6.0, 376.0, 31.0, 0.0, 1.0, 0.0, 74.0, 2.0, 7.0, 0.0, 0.0, 2.0, 33.0, 22.0, 4.0, 33.0, 67.0, 87.0, 0.0, 15.0, 36.0, 33.0, 136.0, 67.0, 33.0, 90.0, 275.0, 110.0, 0.08, 79.0, 200.0, 31.0, 130.0, 0.0, 33.0, 2.0, 89.0, 2.0, 1.0, 3.0, 2.0, 21.0, 1.81818181818182, 1.0, 26.0, 2.39393939393939, 1.0, 1034880.0, 31361.0909090909, 1.0, 4.0, 0.473684210526316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.553191489361702, 0.0]","[-2.3640335, -3.084489, -0.24649629, -2.8828845, -1.4639904, -2.3640335, -0.24649629, -2.8828845, -1.4639904, -2.6152601, -2.3640335, -3.084489, -2.8828845, -1.9490143, -1.9189757, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -3.176833, -3.0874221, -2.4301054, -2.8202436, -1.2120522, -3.2605283, -0.9320254, -2.3640335, -1.9501107, -2.3640335, -3.0437105, -1.2120522, -3.208076, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -3.084489, -0.9320254, -2.7968369, -3.208076, -3.084489, -3.208076, -3.084489, -3.208076, -3.084489, -3.208076, -3.084489, -3.208076, -3.084489, -3.208076, -3.084489, -3.208076, -3.0437105, -3.084489, -3.084489, -2.7968369, -3.0874221, -2.4301054, -3.084489, -2.8202436, -2.8202436, -3.084489, -2.7968369, -3.6043584, -2.9473608, -0.26989976, -3.084489, -2.7968369, -3.6043584, -2.9473608, -0.26989976, -3.6043584, -2.9473608, -0.26989976, -3.084489, -2.7968369, -3.0874221, -2.4301054, -3.084489, -2.9096463, -2.9096463, -2.111172, -3.084489, -2.6860592, -1.7572631, -3.084489, -2.6860592, -3.208076, -1.2120522, -3.084489, -2.6860592, -3.208076, -1.2120522, -3.208076, -3.0437105, -4.1880307, -0.9320254, -3.084489, -3.084489, -2.6860592, -3.084489, -2.9245675, -3.208076, -1.2120522, -4.1880307, -2.6771107, -3.084489, -3.084489, -2.8164558, -2.8164558, -2.8164558, -2.8164558, -2.8164558, -2.8164558, -1.0383147, -3.523394, -3.2605283, -1.2120522, -3.208076, -3.208076, -3.208076, -3.208076, -3.208076]","[0.9501587, 1.0410559, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.9501587, 1.1707042, 0.8257, 1.1870086, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 1.0410559, 0.8257, 0.8257, 1.1870086, 1.0410559, 1.1870086, 1.0410559, 1.1870086, 1.0410559, 1.1870086, 1.0410559, 1.1870086, 1.0410559, 1.1870086, 1.0410559, 1.1870086, 1.1707042, 1.0410559, 1.0410559, 0.8257, 1.0040193, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0040193, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 1.1870086, 0.8257, 1.0410559, 0.8257, 1.1870086, 0.8257, 1.1870086, 1.1707042, 0.8257, 0.8257, 1.0410559, 1.0410559, 0.8257, 1.0410559, 0.8257, 1.1870086, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.1870086, 1.1870086, 0.8257, 0.8257, 0.8257, 1.1870086, 1.1870086, 1.1870086]",1
2,builtins/src/org/apache/hive/builtins/BuiltinUtils.java,"[0.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 5.5, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.333333333333333, 0.0, 1.0, 1.0, 1.0, 28.0, 0.0, 1.0, 1.0]",[],[],0
3,builtins/src/org/apache/hive/builtins/UDAFUnionMap.java,"[0.0, 4.0, 127.0, 2.0, 0.0, 1.0, 0.0, 12.0, 1.0, 5.0, 0.0, 0.0, 1.0, 8.0, 29.0, 3.0, 8.0, 11.0, 53.0, 0.0, 3.0, 3.0, 8.0, 19.0, 11.0, 8.0, 32.0, 82.0, 14.0, 0.35, 16.0, 46.0, 2.0, 32.0, 0.0, 8.0, 2.0, 71.0, 2.0, 0.0, 7.0, 2.0, 4.0, 2.0, 0.0, 5.0, 1.75, 1.0, 2.0, 1.375, 1.0, 1.0, 0.416666666666667, 0.0, 1.0, 1.0, 1.0, 127.0, 0.0, 1.0, 1.0]","[-2.3640335, -2.3640335, -3.084489, -1.6399796, -2.3640335, -2.3640335, -3.084489, -1.7606155, -2.2983963, -2.3640335, -3.084489, -2.2983963, -1.7606155, -2.3640335, -2.3640335, -2.3640335]","[0.9501587, 0.9501587, 1.0410559, 0.8257, 0.9501587, 0.9501587, 1.0410559, 0.8257, 0.8257, 0.9501587, 1.0410559, 0.8257, 0.8257, 0.9501587, 0.9501587, 0.9501587]",0
4,cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java,"[5.0, 24.0, 743.0, 22.0, 2.0, 2.0, 4.0, 118.0, 5.0, 32.0, 5.0, 4.0, 5.0, 21.0, 110.0, 4.0, 21.0, 105.0, 159.0, 0.0, 4.0, 25.0, 14.0, 371.0, 105.0, 43.0, 170.0, 548.0, 247.0, 0.2, 90.0, 417.0, 22.0, 306.0, 3.0, 16.0, 6.0, 88.0, 1.0, 0.0, 27.0, 2.0, 16.0, 4.52380952380952, 1.0, 61.0, 10.3809523809524, 1.0, 1949.0, 101.809523809524, 1.0, 7.0, 2.03703703703704, 0.0, 5.0, 5.0, 3.0, 26.0, 6.0, 0.261103633916555, 0.6]","[-2.7747552, -3.7552571, -1.9546288, -2.3640335, -2.7747552, -1.4510446, -3.7461724, -3.084489, -4.6963573, -2.7968369, -4.6963573, -2.7968369, -3.523394, -2.6828682, -3.084489, -2.7347305, -2.6722436, -3.084489, -1.1488943, -3.1024373, -3.0437105, 0.31880057, -3.1024373, 0.46755782, -3.372154, -3.084489, -2.439748, -3.0101504, -1.0059171, -3.7552571, -3.0437105, -0.8108423, -1.2112705, -0.9881515, -1.9031669, -2.373077, -2.373077, -1.4002746, -3.084489, -3.1024373, -3.1024373, 0.46755782, -3.372154, -3.084489, -4.6963573, -2.7968369, -3.084489, -1.3792479, -3.1024373, -1.9501107, -3.2895677, -3.084489, -1.7918599, -2.9473608, -3.084489, -3.9443526, -3.2605283, -1.9501107, -3.084489, 0.2974388, -3.0437105, -2.6767373, -1.1588143, -3.0461495, -0.92699385, -3.0874221, -3.2605283, -0.53828394, -3.084489, -3.1441407, -3.084489, -2.9009416, -0.53828394, -3.2605283, -3.1441407, -3.084489, -2.9009416, -3.2605283, -3.0437105, -1.3304468, -3.1441407, -3.084489, -2.9009416, -3.2605283, -2.7747552, -2.3640335, -2.3640335, -3.0101504, -3.7461724, -2.3640335, -2.4301054, -2.3640335, -1.1588143, -3.0437105, -3.084489, -3.084489, -2.5476468, -3.084489, -3.2605283, 0.30974498, -2.4320216, -0.7766176, -3.084489, -3.523394, -3.0437105, -4.131098, 0.54528993, -3.0874221, -3.2605283, -3.176833, -3.084489, -3.1593654, -3.1024373, -2.9206793, -2.8828845, -3.1441407, -3.372154, -3.523394, -3.084489, -2.5476468, -3.084489, -3.6036153, -3.7461724, -3.7461724, -2.6722436, -3.084489, -3.2605283, -2.4320216, -0.7766176, -3.6036153, -2.3640335, -3.1586607, -0.6107662, -3.084489, -3.219594, -3.0874221, -3.084489, -2.1429803, -2.1429803, -2.8828845, -3.2605283, -2.3640335, -1.0057707, -2.3640335, -3.084489, -1.0096971, -2.0260308, -2.3640335, -3.084489, -3.6036153, -2.6828682, -3.6036153, -3.6036153, -0.11233097, -0.11233097, -3.0437105, -3.0874221, -2.4301054, -3.084489, -1.4639904, -3.0511212, -3.084489, -0.29118678, -3.0511212, -2.7747552, -0.40219113, -3.219594, -3.084489, -1.3304468, -1.3304468, -3.084489, -1.0096971, -2.3640335, -4.131098, -0.80329436, -3.084489, -2.439748, -2.561545, -1.0057707, -2.9009416, -2.3640335, -3.0437105, -3.523394, -2.3879669, -2.3640335, -0.79775536, -1.0863404, -3.0874221, 0.31880057, -3.084489, -2.6828682, -3.084489, -3.0461495, -3.084489, -0.92305875, -0.92305875, -3.084489, -2.6860592, 0.31880057, -3.084489, -2.6828682, -3.084489, -3.183782, -3.183782, -3.084489, -2.6860592, 0.31880057, -3.084489, -2.6828682, -1.0863404, -2.3640335, -3.0874221, -0.5570695, -3.084489, -1.9189757, -0.041614298, -0.041614298, -3.0874221, -0.041614298, -0.041614298, -4.6963573, -2.3640335, -2.0149038, 0.63010204, -2.3640335, -3.084489, -3.0461495, -3.084489, -2.7747552, -1.4639904, -2.8722506, -2.7747552, -3.7461724, -2.3640335, -2.4320216, -2.6828682, -2.3640335, -3.084489, -3.0437105, -1.0001023, -3.1441407, -3.0437105, -3.084489, -3.084489, -0.79775536, -3.084489, -3.2605283, -2.1060152, -3.6036153, -3.7552571, -3.0874221, -3.266346, -2.8722506, -3.3097067, -3.4003544, -0.553439, -2.8164558, -3.3097067, -3.4003544, -2.373077, -3.084489, -1.3091369, -1.7218076, -3.084489, 0.2974388, -2.6722436, -1.7795935, -3.084489, 0.2974388, -3.7419865, -2.8108034, -2.8888466, -3.084489, -1.4686278, -0.5665131, -2.4301054, -0.25045043, -2.0260308, -0.9389456, -0.11733631, -3.084489, -1.0057707, -3.0437105, -3.084489, 0.31880057, -3.2605283, -3.1441407, -3.183782, -3.0437105, -3.084489, -2.6860592, -3.2605283, -3.2605283, -3.2605283, -3.1441407, -4.131098, -0.80329436, -3.084489, -2.7968369, -3.084489, -3.7461724, -1.4639904, -3.7461724, -1.4639904, -1.0057707, -2.6722436, -2.6722436, -3.0511212, -3.523394, -2.3640335, -3.084489, -3.219594, -3.084489, -2.3640335, -3.084489, -2.6722436, -2.0612826, -2.6722436, -2.3640335, -2.7747552]","[0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.1707042, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.1707042, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.1707042, 0.8257, 1.0239381, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.1707042, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.9501587, 0.8257, 0.8257, 0.9501587, 0.8257, 0.9501587, 1.0239381, 1.1707042, 1.0410559, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.1707042, 1.1214764, 0.8257, 1.0040193, 0.8257, 0.8257, 1.0410559, 0.8257, 1.3511844, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0040193, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.9501587, 1.0410559, 0.8257, 0.8257, 0.9501587, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.1707042, 1.0040193, 0.8257, 1.0410559, 0.8257, 0.8257, 1.6848694, 1.0410559, 0.8257, 1.6848694, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.9501587, 1.1214764, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 1.1707042, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 1.0040193, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.9501587, 1.0040193, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 0.9501587, 1.0410559, 0.8257, 1.1707042, 0.8257, 0.8257, 1.1707042, 1.0410559, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 1.1707042, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.1707042, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.1214764, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.6848694, 0.8257, 0.9501587, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.9501587, 1.0410559, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257]",0
5,cli/src/java/org/apache/hadoop/hive/cli/CliSessionState.java,"[0.0, 5.0, 141.0, 3.0, 0.0, 1.0, 0.0, 14.0, 1.0, 5.0, 0.0, 0.0, 1.0, 10.0, 44.0, 1.0, 10.0, 14.0, 37.0, 0.0, 10.0, 3.0, 10.0, 28.0, 14.0, 12.0, 37.0, 77.0, 23.0, 0.57, 21.0, 60.0, 3.0, 45.0, 0.0, 10.0, 1.0, 84.0, 2.0, 0.0, 5.0, 1.0, 10.0, 3.2, 0.0, 5.0, 2.3, 1.0, 3.0, 1.4, 1.0, 2.0, 0.666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.439716312056738, 0.0]","[-2.3640335, -1.4538653, -2.3640335, -2.3640335, -2.3640335, -2.3640335, -3.0437105, -3.084489, -1.3304468, -3.523394, -3.039127, -2.3640335, -2.3640335, -2.3640335, -3.084489, -3.0437105, -2.7747552, -2.508132]","[0.9501587, 0.8257, 0.9501587, 0.9501587, 0.9501587, 0.9501587, 1.1707042, 1.0410559, 0.8257, 0.8257, 0.8257, 0.9501587, 0.9501587, 0.9501587, 1.0410559, 1.1707042, 0.8257, 0.8257]",0
6,cli/src/java/org/apache/hadoop/hive/cli/OptionsProcessor.java,"[1.0, 21.0, 194.0, 6.0, 0.0, 1.0, 1.0, 15.0, 3.0, 28.0, 0.0, 2.0, 3.0, 5.0, 32.0, 1.0, 5.0, 14.0, 29.0, 0.0, 3.0, 7.0, 4.0, 92.0, 14.0, 7.0, 32.0, 128.0, 45.0, 0.25, 34.0, 77.0, 6.0, 58.0, 5.0, 5.0, 3.0, 65.0, 1.0, 0.0, 2.0, 1.0, 7.0, 4.2, 2.0, 20.0, 8.4, 1.0, 9.0, 4.2, 1.0, 2.0, 1.14285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.412371134020619, 0.0]","[-1.9546288, -2.8828845, -1.8751987, -0.40779462, -1.0763559, -2.2654688, -2.8889732, -1.8751987, -0.40779462, -1.0763559, -2.2654688, -2.8889732, -1.8751987, -0.40779462, -1.0763559, -2.2654688, -2.8889732, -1.8751987, -0.112978965, -0.3260108, -1.0763559, -1.6509084, -2.2654688, -2.8889732, -1.8751987, -0.40779462, -1.0763559, -2.2654688, -2.8889732, -1.8751987, -0.40779462, -1.0763559, -2.2654688, -2.8889732, -1.8751987, -0.112978965, -0.3260108, -1.0763559, -1.6509084, -2.2654688, -2.8889732, -1.8751987, -0.112978965, -0.3260108, -1.0763559, -1.6509084, -2.2654688, -2.8889732, -1.8751987, -1.8751987, -1.8751987, -2.3640335, -3.0437105, -2.550387, -0.32774076, -3.0874221, -1.1605185, -4.1880307, -3.183782, -0.32774076, -3.0874221, -1.1605185, -2.8164558, -3.183782, -0.32774076, -3.0874221, -1.1605185, -2.8164558, -3.183782, -3.2605283, -3.1441407, -1.235923, -2.3640335, -3.7552571, -3.084489, -0.9427942, -1.235923, -1.0863404, -0.9427942, -1.8720003, -1.8720003, -0.9427942, -1.8720003, -2.8847392, -1.8720003, -3.084489, -2.9473608, -3.084489, -3.2605283, -1.235923, -3.084489, -0.9427942, -0.32774076, -3.0874221, -1.1605185, -4.1880307, -3.183782, -2.3640335, -2.3640335]","[0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 1.1707042, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.9501587]",0
7,cli/src/java/org/apache/hadoop/hive/cli/RCFileCat.java,"[3.0, 14.0, 209.0, 13.0, 0.0, 1.0, 8.0, 27.0, 3.0, 16.0, 3.0, 1.0, 3.0, 8.0, 32.0, 1.0, 8.0, 24.0, 70.0, 0.0, 1.0, 16.0, 5.0, 92.0, 24.0, 8.0, 65.0, 153.0, 57.0, 0.21, 25.0, 122.0, 13.0, 97.0, 0.0, 5.0, 3.0, 83.0, 1.0, 0.0, 3.0, 2.0, 6.0, 3.25, 1.0, 24.0, 6.25, 1.0, 264.0, 34.375, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.507177033492823, 0.0]","[-2.7499747, -2.3640335, -2.5476468, -3.084489, -1.235923, -3.0874221, -3.084489, -2.439748, -1.205305, -3.0101504, -2.6722436, -3.084489, -2.439748, -1.205305, -3.0101504, -2.6722436, -3.084489, -2.7968369, -3.084489, -1.235923, -2.7747552, -3.0784695, -2.516489, -1.3711762, -3.084489, -3.084489, -3.084489, -4.131098, -5.0274615, -3.084489, -2.5476468, -3.2605283, -3.2605283, -1.5428739, -0.23705785, -1.5428739, -3.084489, -2.6722436, -2.1429803, -2.9009416, -0.4606633, -2.1429803, -2.9009416, -1.4510446, -2.3640335, -3.0461495, -3.084489, -0.8731591, -1.0314726, -3.5813758, -1.6391729, -2.6662512, -2.561545, -1.0581961, -3.0874221, -2.561545, -0.8731591, -1.0314726, -3.5813758, -1.6391729, -2.6662512, -2.561545, -1.0581961, -2.561545, -2.3640335, -2.3640335, -2.3640335, -3.0437105, -2.6274784, -2.4320216, -3.039127, -3.2605283, -1.235923, -3.1441407, -2.3640335, -0.07049408, -2.3640335, -3.2605283, -3.084489, -3.2605283, -2.6828682]","[0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 1.0410559, 0.8257, 1.0040193, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 1.0410559, 1.0410559, 1.1214764, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 1.0410559, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 1.0040193, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.9501587, 0.9501587, 1.1707042, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.9501587, 0.8257, 1.0410559, 0.8257, 0.8257]",0
8,cli/src/test/org/apache/hadoop/hive/cli/TestCliDriverMethods.java,"[1.0, 10.0, 102.0, 1.0, 0.0, 1.0, 0.0, 3.0, 1.0, 17.0, 0.0, 3.0, 1.0, 3.0, 31.0, 1.0, 3.0, 3.0, 36.0, 0.0, 0.0, 1.0, 2.0, 25.0, 3.0, 3.0, 36.0, 53.0, 13.0, 0.58, 18.0, 49.0, 1.0, 45.0, 3.0, 3.0, 1.0, 0.0, 2.0, 0.0, 8.0, 1.0, 6.0, 2.66666666666667, 1.0, 15.0, 11.3333333333333, 9.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[-2.3640335, -1.5673999, -2.8202436, -2.1905491, -2.1756575, -0.6107662, -0.8259965, -2.1429803, -2.3640335, -1.5673999, -2.1905491, -2.1756575, -0.6107662, -0.8259965, -2.1429803, -2.3640335, -1.5673999, -2.1905491, -2.1756575, -2.8355055, -2.6274784, -1.5673999, -1.5673999, -2.1905491, -2.1756575, -0.7766176, -2.1905491, -2.1756575, -2.4320216, -2.1905491, -2.1756575, -3.1586607, -1.5673999, -1.5673999]","[0.9501587, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.9501587, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257, 0.8257]",0
9,common/src/java/org/apache/hadoop/hive/common/classification/InterfaceAudience.java,"[1.0, 1.0, 45.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 30.0, 4.0, 2.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 8.0, 10.0, 0.0, 3.0, 6.0, 8.0, 1.0, 6.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[],[],0
