cfg_id,class_name,label,num_nodes
0,hbase-client/src/main/java/org/apache/hadoop/hbase/Abortable,0,0
1,hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/CatalogTracker,2,289
2,hbase-client/src/main/java/org/apache/hadoop/hbase/catalog/MetaReader,0,307
3,hbase-client/src/main/java/org/apache/hadoop/hbase/Chore,0,102
4,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AbstractClientScanner,0,7
5,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Action,0,47
6,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AdminProtocol,0,0
7,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Append,0,52
8,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Attributes,0,0
9,hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClientProtocol,0,0
10,hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClientScanner,4,388
11,hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClusterStatusListener,0,114
12,hbase-client/src/main/java/org/apache/hadoop/hbase/client/ConnectionUtils,0,43
13,hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient,0,416
14,hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor/Batch,0,3
15,hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor/LongColumnInterpreter,0,219
16,hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor/package-info,0,0
17,hbase-client/src/main/java/org/apache/hadoop/hbase/client/coprocessor/SecureBulkLoadClient,0,66
18,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Delete,0,167
19,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Get,2,257
20,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin,10,1986
21,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnection,2,0
22,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager,14,209
23,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable,7,1053
24,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTableFactory,0,17
25,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTableInterface,0,0
26,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTableInterfaceFactory,0,0
27,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTableMultiplexer,4,146
28,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTablePool,2,161
29,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTableUtil,0,77
30,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Increment,2,231
31,hbase-client/src/main/java/org/apache/hadoop/hbase/client/IsolationLevel,0,45
32,hbase-client/src/main/java/org/apache/hadoop/hbase/client/MasterAdminKeepAliveConnection,0,0
33,hbase-client/src/main/java/org/apache/hadoop/hbase/client/MasterMonitorKeepAliveConnection,0,0
34,hbase-client/src/main/java/org/apache/hadoop/hbase/client/MetaScanner,4,235
35,hbase-client/src/main/java/org/apache/hadoop/hbase/client/metrics/ScanMetrics,0,61
36,hbase-client/src/main/java/org/apache/hadoop/hbase/client/MultiAction,0,51
