edge_srcName,edge_srcId,edge_dstName,edge_dstId
org.apache.tools.ant.taskdefs.War,0,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.War,0,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.War,0,org.apache.tools.ant.types.ZipFileSet,135
org.apache.tools.ant.taskdefs.War,0,org.apache.tools.zip.ZipOutputStream,77
org.apache.tools.ant.taskdefs.LoadProperties,1,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.LoadProperties,1,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.LoadProperties,1,org.apache.tools.ant.types.FilterChain,179
org.apache.tools.ant.taskdefs.LoadProperties,1,org.apache.tools.ant.filters.StringInputStream,183
org.apache.tools.ant.taskdefs.LoadProperties,1,org.apache.tools.ant.filters.util.ChainReaderHelper,176
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.taskdefs.ExecuteOn,7
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.types.CommandlineJava,33
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,2,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.SignJar,5,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.SignJar,5,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.SignJar,5,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.SignJar,5,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.SignJar,5,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.SignJar,5,org.apache.tools.ant.util.JavaEnvUtils,228
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.types.CommandlineJava,33
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.types.Mapper,204
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.types.EnumeratedAttribute,110
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.util.FileNameMapper,156
org.apache.tools.ant.taskdefs.ExecuteOn,7,org.apache.tools.ant.util.SourceFileScanner,109
org.apache.tools.ant.taskdefs.Echo,8,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Echo,8,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Echo,8,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Echo,8,org.apache.tools.ant.types.EnumeratedAttribute,110
org.apache.tools.ant.taskdefs.Parallel,10,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Parallel,10,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Parallel,10,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Parallel,10,org.apache.tools.ant.Location,220
org.apache.tools.ant.taskdefs.Parallel,10,org.apache.tools.ant.util.StringUtils,55
org.apache.tools.ant.filters.StripLineBreaks,12,org.apache.tools.ant.types.Parameterizable,4
org.apache.tools.ant.types.Environment,13,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.DependSet,14,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.DependSet,14,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.DependSet,14,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.DependSet,14,org.apache.tools.ant.taskdefs.condition.Os,258
org.apache.tools.ant.taskdefs.DependSet,14,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.DependSet,14,org.apache.tools.ant.types.FileList,252
org.apache.tools.ant.types.selectors.ExtendSelector,15,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.types.selectors.ExtendSelector,15,org.apache.tools.ant.types.DataType,245
org.apache.tools.ant.types.selectors.ExtendSelector,15,org.apache.tools.ant.types.Parameterizable,4
org.apache.tools.ant.types.selectors.ExtendSelector,15,org.apache.tools.ant.types.Reference,53
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.taskdefs.condition.Condition,68
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.types.EnumeratedAttribute,110
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.types.Reference,53
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.util.FileUtils,211
org.apache.tools.ant.taskdefs.Available,16,org.apache.tools.ant.util.StringUtils,55
org.apache.tools.ant.types.selectors.FileSelector,17,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.filters.StripLineComments,18,org.apache.tools.ant.types.Parameterizable,4
org.apache.tools.ant.taskdefs.Sequential,19,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Sequential,19,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Sequential,19,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.util.TaskLogger,20,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.util.TaskLogger,20,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.compilers.Gcj,21,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.compilers.Gcj,21,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.compilers.Gcj,21,org.apache.tools.ant.types.CommandlineJava,33
org.apache.tools.ant.types.selectors.FilenameSelector,22,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.types.selectors.FilenameSelector,22,org.apache.tools.ant.types.Parameterizable,4
org.apache.tools.ant.taskdefs.condition.Http,23,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.condition.Http,23,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.condition.Http,23,org.apache.tools.ant.ProjectComponent,82
org.apache.tools.ant.taskdefs.GUnzip,24,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.FixCRLF,25,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.FixCRLF,25,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.FixCRLF,25,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.FixCRLF,25,org.apache.tools.ant.taskdefs.condition.Os,258
org.apache.tools.ant.taskdefs.FixCRLF,25,org.apache.tools.ant.types.EnumeratedAttribute,110
org.apache.tools.ant.taskdefs.FixCRLF,25,org.apache.tools.ant.util.FileUtils,211
org.apache.tools.ant.PathTokenizer,28,org.apache.tools.ant.taskdefs.condition.Os,258
org.apache.tools.ant.taskdefs.Definer,29,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Definer,29,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Definer,29,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Definer,29,org.apache.tools.ant.types.Reference,53
org.apache.tools.ant.taskdefs.BUnzip2,31,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.BUnzip2,31,org.apache.tools.bzip2.CBZip2InputStream,210
org.apache.tools.ant.ProjectHelper,32,org.apache.tools.ant.helper.ProjectHelperImpl,71
org.apache.tools.ant.ProjectHelper,32,org.apache.tools.ant.util.LoaderUtils,117
org.apache.tools.ant.types.CommandlineJava,33,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.types.CommandlineJava,33,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.types.CommandlineJava,33,org.apache.tools.ant.util.JavaEnvUtils,228
org.apache.tools.ant.filters.TailFilter,34,org.apache.tools.ant.types.Parameterizable,4
org.apache.tools.ant.listener.MailLogger,36,org.apache.tools.ant.BuildEvent,38
org.apache.tools.ant.listener.MailLogger,36,org.apache.tools.ant.DefaultLogger,66
org.apache.tools.ant.listener.MailLogger,36,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.listener.MailLogger,36,org.apache.tools.ant.util.StringUtils,55
org.apache.tools.ant.listener.MailLogger,36,org.apache.tools.mail.MailMessage,63
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.types.FileList,252
org.apache.tools.ant.taskdefs.Concat,37,org.apache.tools.ant.util.StringUtils,55
org.apache.tools.ant.taskdefs.Delete,39,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Delete,39,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Delete,39,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.Delete,39,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.Delete,39,org.apache.tools.ant.types.PatternSet,106
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.tar.TarInputStream,67
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.tar.TarEntry,134
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.ant.util.FileUtils,211
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.bzip2.CBZip2InputStream,210
org.apache.tools.ant.taskdefs.Untar,40,org.apache.tools.ant.types.EnumeratedAttribute,110
org.apache.tools.ant.taskdefs.ManifestTask,41,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.taskdefs.ManifestTask,41,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.ManifestTask,41,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.ManifestTask,41,org.apache.tools.ant.types.EnumeratedAttribute,110
org.apache.tools.ant.types.Substitution,43,org.apache.tools.ant.BuildException,89
org.apache.tools.ant.types.Substitution,43,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.filters.LineContains,44,org.apache.tools.ant.types.Parameterizable,4
org.apache.tools.ant.taskdefs.MatchingTask,45,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.MatchingTask,45,org.apache.tools.ant.DirectoryScanner,169
org.apache.tools.ant.taskdefs.MatchingTask,45,org.apache.tools.ant.ProjectHelper,32
org.apache.tools.ant.taskdefs.MatchingTask,45,org.apache.tools.ant.types.FileSet,195
org.apache.tools.ant.taskdefs.MatchingTask,45,org.apache.tools.ant.types.PatternSet,106
org.apache.tools.ant.taskdefs.MatchingTask,45,org.apache.tools.ant.types.selectors.ExtendSelector,15
org.apache.tools.ant.taskdefs.Copy,46,org.apache.tools.ant.TaskContainer,11
org.apache.tools.ant.taskdefs.Copy,46,org.apache.tools.ant.BuildException,89
